time,input_volt,output_volt
1752927638.9596741,-200.0,-0.19657327
1752927638.9596741,-160.0,-0.156659897
1752927638.9596741,-120.0,-0.116161206
1752927638.9596741,-80.0,-0.0766706073
1752927638.9596741,-40.0,-0.0366818572
1752927638.9596741,0.0,0.00359880185
1752927638.9596741,40.0,0.0432046248
1752927638.9596741,80.0,0.083140327
1752927638.9596741,120.0,0.123292901
1752927638.9596741,160.0,0.163227457
1752927638.9596741,200.0,0.203529687
