time,Voltage,InjSeeded,Matisse,Diode,OPO,data
1752866017.9795,-131.99996542930603,12805.821127646775,12805.821371130785,12816.461686644327,15865.460891638904,"[[124, -1, -1], [125, -1, -1], [126, -1, -1], [127, -1, -1], [128, -1, -1], [129, -1, -1], [130, -1, -1], [131, -1, -1], [132, -1, -1], [133, -1, -1], [134, -1, -1]]"
1752866018.1174,-129.99996137619019,12805.821106162204,12805.821371130785,12816.461683786534,15865.460891638904,"[[135, -1, -1], [136, -1, -1], [137, -1, -1], [138, -1, -1], [139, -1, -1], [140, -1, -1], [141, -1, -1], [142, 1, 12069], [142, 1, 12268], [142, -1, -1], [143, -1, -1], [144, -1, -1], [145, -1, -1], [146, -1, -1], [147, -1, -1], [148, -1, -1]]"
1752866018.2285,-127.99995732307434,12805.821076304012,12805.82138452217,12816.461683786534,15865.460891638904,"[[149, -1, -1], [150, -1, -1], [151, -1, -1], [152, -1, -1], [153, 1, 12111], [153, 1, 12296], [153, -1, -1], [154, 1, 10825], [154, 1, 11013], [154, -1, -1], [155, -1, -1], [156, -1, -1], [157, -1, -1], [158, -1, -1], [159, -1, -1]]"
1752866018.3385,-125.9999607205391,12805.821076304012,12805.82138452217,12816.461693536083,15865.460891638904,"[[160, -1, -1], [161, -1, -1], [162, -1, -1], [163, -1, -1], [164, -1, -1], [165, -1, -1], [166, -1, -1], [167, -1, -1], [168, -1, -1], [169, -1, -1], [170, -1, -1]]"
1752866018.4485,-123.99996411800385,12805.821122490835,12805.821395125417,12816.461693536083,15865.460891638904,"[[171, -1, -1], [172, -1, -1], [173, -1, -1], [174, -1, -1], [175, 1, 11630], [175, 1, 11666], [175, 1, 11860], [175, -1, -1], [176, -1, -1], [177, -1, -1], [178, -1, -1], [179, -1, -1], [180, -1, -1], [181, -1, -1]]"
1752866018.5585,-121.9999675154686,12805.821122490835,12805.821395125417,12816.461685227963,15865.460891638904,"[[182, -1, -1], [183, -1, -1], [184, -1, -1], [185, -1, -1], [186, -1, -1], [187, -1, -1], [188, -1, -1], [189, -1, -1], [190, -1, -1], [191, -1, -1], [192, -1, -1]]"
1752866018.6695,-119.99997091293335,12805.821178240116,12805.821407051626,12816.461685227963,15865.460891638904,"[[193, -1, -1], [194, -1, -1], [195, -1, -1], [196, -1, -1], [197, -1, -1], [198, -1, -1], [199, -1, -1], [200, -1, -1], [201, -1, -1], [202, -1, -1], [203, -1, -1]]"
1752866018.7795,-117.9999743103981,12805.821178240116,12805.821407051626,12816.46169023058,15865.460891638904,"[[204, -1, -1], [205, 1, 9377], [205, 1, 9562], [205, -1, -1], [206, -1, -1], [207, -1, -1], [208, -1, -1], [209, -1, -1], [210, -1, -1], [211, -1, -1], [212, -1, -1], [213, -1, -1], [214, -1, -1]]"
1752866018.8904,-115.99997770786285,12805.821174549978,12805.821408027512,12816.46169023058,15865.460891638904,"[[215, -1, -1], [216, -1, -1], [217, -1, -1], [218, -1, -1], [219, -1, -1], [220, -1, -1], [221, -1, -1], [222, -1, -1], [223, -1, -1], [224, -1, -1], [225, 1, 371867], [225, 1, 372050], [225, -1, -1]]"
1752866019.0005,-113.9999811053276,12805.821174549978,12805.821397714088,12816.46168682147,15865.460891638904,"[[226, -1, -1], [227, -1, -1], [228, -1, -1], [229, -1, -1], [230, -1, -1], [231, -1, -1], [232, -1, -1], [233, -1, -1], [234, 1, 10573], [234, 1, 10760], [234, -1, -1], [235, -1, -1], [236, -1, -1]]"
1752866019.1109,-111.99998450279236,12805.821134616152,12805.821397714088,12816.46168682147,15865.460891638904,"[[237, -1, -1], [238, -1, -1], [239, -1, -1], [240, -1, -1], [241, -1, -1], [242, -1, -1], [243, -1, -1], [244, -1, -1], [245, -1, -1], [246, -1, -1], [247, -1, -1]]"
1752866019.2219,-109.99998790025711,12805.821134616152,12805.821411903635,12816.461689868087,15865.460891638904,"[[249, -1, -1], [250, -1, -1], [251, -1, -1], [252, -1, -1], [253, -1, -1], [254, 1, 280150], [254, 1, 280188], [254, 1, 280380], [254, -1, -1], [255, -1, -1], [256, -1, -1], [257, -1, -1], [258, -1, -1]]"
1752866019.3319,-107.99999129772186,12805.82106992177,12805.821411903635,12816.461689868087,15865.460891638904,"[[260, -1, -1], [261, -1, -1], [262, -1, -1], [263, -1, -1], [264, -1, -1], [265, -1, -1], [266, -1, -1], [267, -1, -1], [268, -1, -1], [269, 1, 207920], [269, 1, 208104], [269, -1, -1]]"
1752866019.4409,-105.99999469518661,12805.82106992177,12805.821396853116,12816.461684999635,15865.460891638904,"[[271, -1, -1], [272, -1, -1], [273, 1, 52269], [273, 1, 52460], [273, -1, -1], [274, -1, -1], [275, -1, -1], [276, -1, -1], [277, -1, -1], [278, -1, -1], [279, -1, -1], [280, -1, -1]]"
1752866019.5505,-103.99999809265137,12805.821088553366,12805.821396853116,12816.461687327841,15865.460891638904,"[[282, -1, -1], [283, -1, -1], [284, -1, -1], [285, -1, -1], [286, -1, -1], [287, -1, -1], [288, -1, -1], [289, -1, -1], [290, -1, -1], [291, -1, -1]]"
1752866019.6609,-102.00000149011612,12805.821088553366,12805.82142083628,12816.461687327841,15865.460891638904,"[[292, -1, -1], [293, -1, -1], [294, -1, -1], [295, -1, -1], [296, -1, -1], [297, -1, -1], [298, -1, -1], [299, -1, -1], [300, -1, -1], [301, -1, -1], [302, -1, -1]]"
1752866019.7709,-100.00000488758087,12805.821148126537,12805.82142083628,12816.461686524379,15865.460891638904,"[[304, -1, -1], [305, -1, -1], [306, -1, -1], [307, -1, -1], [308, -1, -1], [309, -1, -1], [310, -1, -1], [311, -1, -1], [312, 1, 11225], [312, 1, 11424], [312, 1, 11702], [312, 1, 11992], [312, -1, -1], [313, -1, -1]]"
1752866019.8809,-98.00000828504562,12805.821148126537,12805.821407627904,12816.461686524379,15865.460891638904,"[[315, -1, -1], [316, -1, -1], [317, -1, -1], [318, -1, -1], [319, -1, -1], [320, -1, -1], [321, -1, -1], [322, -1, -1], [323, -1, -1], [324, -1, -1]]"
1752866019.9909,-96.00001168251038,12805.821200356937,12805.821407627904,12816.461682531732,15865.460891638904,"[[326, 1, 10162], [326, -1, -1], [327, -1, -1], [328, -1, -1], [329, -1, -1], [330, -1, -1], [331, -1, -1], [332, -1, -1], [333, -1, -1], [334, -1, -1], [335, 1, 11992], [335, 1, 12195], [335, -1, -1]]"
1752866020.1009,-94.00001507997513,12805.821200356937,12805.821411575349,12816.461682531732,15865.460891638904,"[[337, -1, -1], [338, -1, -1], [339, -1, -1], [340, -1, -1], [341, -1, -1], [342, -1, -1], [343, 1, 11596], [343, 1, 11633], [343, 1, 11826], [343, -1, -1], [344, -1, -1], [345, -1, -1], [346, -1, -1]]"
1752866020.2119,-92.00001847743988,12805.821152537925,12805.821411575349,12816.461686867704,15865.460891638904,"[[348, -1, -1], [349, -1, -1], [350, -1, -1], [351, -1, -1], [352, -1, -1], [353, -1, -1], [354, -1, -1], [355, -1, -1], [356, -1, -1], [357, -1, -1]]"
1752866020.3219,-90.00002187490463,12805.821152537925,12805.821409074359,12816.461686867704,15865.460891638904,"[[359, -1, -1], [360, -1, -1], [361, -1, -1], [362, -1, -1], [363, -1, -1], [364, -1, -1], [365, -1, -1], [366, -1, -1], [367, -1, -1], [368, -1, -1]]"
1752866020.4319,-88.00002527236938,12805.821069775779,12805.821409074359,12816.461684330654,15865.460891638904,"[[370, -1, -1], [371, -1, -1], [372, -1, -1], [373, -1, -1], [374, -1, -1], [375, -1, -1], [376, -1, -1], [377, 1, 332392], [377, -1, -1], [378, -1, -1], [379, -1, -1]]"
1752866020.5419,-86.00002866983414,12805.821091508318,12805.821407715926,12816.461684330654,15865.460891638904,"[[381, -1, -1], [382, -1, -1], [383, -1, -1], [384, -1, -1], [385, -1, -1], [386, -1, -1], [387, -1, -1], [388, 1, 9624], [388, 1, 9651], [388, 1, 9854], [388, -1, -1], [389, -1, -1], [390, -1, -1]]"
1752866020.6509,-84.00003206729889,12805.821091508318,12805.821407715926,12816.461684492508,15865.460891638904,"[[392, -1, -1], [393, 1, 13522], [393, 1, 13721], [393, 1, 13886], [393, -1, -1], [394, 1, 9140], [394, 1, 9339], [394, -1, -1], [395, -1, -1], [396, -1, -1], [397, -1, -1], [398, -1, -1], [399, -1, -1], [400, -1, -1], [401, -1, -1]]"
1752866020.7625,-82.00003546476364,12805.821134412248,12805.821402633695,12816.461684492508,15865.460891638904,"[[403, 1, 10458], [403, 1, 10649], [403, -1, -1], [404, -1, -1], [405, -1, -1], [406, 1, 9410], [406, 1, 9601], [406, 1, 9933], [406, 1, 11058], [406, 1, 11257], [406, 1, 11430], [406, -1, -1], [407, 1, 25534], [407, -1, -1], [408, -1, -1], [409, -1, -1], [410, -1, -1], [411, -1, -1], [412, -1, -1], [413, -1, -1]]"
1752866020.8719,-80.0000388622284,12805.821134412248,12805.821402633695,12816.461683102536,15865.460891638904,"[[414, -1, -1], [415, -1, -1], [416, 1, 12581], [416, 1, 12780], [416, 1, 12918], [416, -1, -1], [417, -1, -1], [418, -1, -1], [419, -1, -1], [420, 1, 9155], [420, 1, 9342], [420, 1, 10284], [420, 1, 10486], [420, -1, -1], [421, -1, -1], [422, -1, -1], [423, -1, -1]]"
1752866020.982,-78.00004225969315,12805.821191447541,12805.821416884535,12816.461683102536,15865.460891638904,"[[425, -1, -1], [426, 1, 10887], [426, 1, 10917], [426, 1, 11117], [426, -1, -1], [427, -1, -1], [428, -1, -1], [429, -1, -1], [430, -1, -1], [431, -1, -1], [432, -1, -1], [433, -1, -1], [434, -1, -1]]"
1752866021.0919,-76.0000456571579,12805.821191447541,12805.821416884535,12816.461690129081,15865.460891638904,"[[436, -1, -1], [437, 1, 10762], [437, 1, 10964], [437, 1, 11069], [437, -1, -1], [438, -1, -1], [439, 1, 13274], [439, 1, 13457], [439, -1, -1], [440, 1, 11112], [440, 1, 11311], [440, -1, -1], [441, -1, -1], [442, -1, -1], [443, 1, 11180], [443, 1, 11364], [443, -1, -1], [444, -1, -1], [445, 1, 11017], [445, -1, -1]]"
1752866021.2019,-74.00004905462265,12805.821157541259,12805.821409241817,12816.461690129081,15865.460891638904,"[[447, -1, -1], [448, -1, -1], [449, -1, -1], [450, 1, 9592], [450, 1, 9791], [450, -1, -1], [451, -1, -1], [452, -1, -1], [453, -1, -1], [454, -1, -1], [455, -1, -1], [456, 1, 9754], [456, 1, 9939], [456, -1, -1]]"
1752866021.3119,-72.0000524520874,12805.821157541259,12805.821410484066,12816.461698758665,15865.460891638904,"[[458, 1, 9686], [458, 1, 9885], [458, 1, 12137], [458, 1, 12310], [458, -1, -1], [459, -1, -1], [460, -1, -1], [461, 1, 10310], [461, 1, 10345], [461, 1, 10542], [461, -1, -1], [462, -1, -1], [463, -1, -1], [464, 1, 11211], [464, 1, 11246], [464, 1, 11441], [464, -1, -1], [465, -1, -1], [466, -1, -1], [467, 1, 13627], [467, 1, 13812], [467, -1, -1]]"
1752866021.421,-70.00005584955215,12805.821085710882,12805.821410484066,12816.461698758665,15865.460891638904,"[[469, -1, -1], [470, 1, 10808], [470, 1, 10940], [470, 1, 11006], [470, 1, 11130], [470, -1, -1], [471, -1, -1], [472, 1, 9305], [472, 1, 9339], [472, 1, 9536], [472, -1, -1], [473, -1, -1], [474, -1, -1], [475, -1, -1], [476, 1, 9993], [476, 1, 10196], [476, -1, -1], [477, -1, -1], [478, -1, -1]]"
1752866021.5309,-68.0000592470169,12805.821085710882,12805.821403365973,12816.461681358836,15865.460891638904,"[[480, -1, -1], [481, -1, -1], [482, -1, -1], [483, -1, -1], [484, 1, 10652], [484, 1, 10842], [484, -1, -1], [485, 1, 9527], [485, 1, 9562], [485, 1, 9757], [485, -1, -1], [486, 1, 15714], [486, 1, 15913], [486, -1, -1], [487, -1, -1], [488, -1, -1], [489, -1, -1]]"
1752866021.6409,-66.00006264448166,12805.821052239133,12805.821403365973,12816.461681358836,15865.460891638904,"[[491, -1, -1], [492, 1, 12415], [492, 1, 12618], [492, 1, 20363], [492, -1, -1], [493, -1, -1], [494, -1, -1], [495, -1, -1], [496, -1, -1], [497, -1, -1], [498, -1, -1], [499, -1, -1], [500, -1, -1]]"
1752866021.7519,-64.00006231665611,12805.821052239133,12805.82140644022,12816.461692173325,15865.460891638904,"[[502, -1, -1], [503, -1, -1], [504, -1, -1], [505, 1, 9209], [505, 1, 9397], [505, -1, -1], [506, -1, -1], [507, -1, -1], [508, 1, 9779], [508, 1, 9964], [508, -1, -1], [509, -1, -1], [510, -1, -1], [511, -1, -1]]"
1752866021.8619,-62.000061988830566,12805.821105650686,12805.82140644022,12816.461683367646,15865.460891638904,"[[513, -1, -1], [514, -1, -1], [515, -1, -1], [516, -1, -1], [517, -1, -1], [518, -1, -1], [519, -1, -1], [520, -1, -1], [521, -1, -1], [522, -1, -1]]"
1752866021.9719,-60.00006166100502,12805.821105650686,12805.82140900161,12816.461683367646,15865.460891638904,"[[524, 1, 9052], [524, 1, 9239], [524, -1, -1], [525, -1, -1], [526, 1, 9537], [526, 1, 9571], [526, 1, 9768], [526, -1, -1], [527, -1, -1], [528, 1, 10734], [528, 1, 10921], [528, -1, -1], [529, 1, 10620], [529, 1, 10823], [529, -1, -1], [530, -1, -1], [531, 1, 8580], [531, 1, 8779], [531, -1, -1], [532, -1, -1], [533, 1, 9822], [533, 1, 9992], [533, -1, -1]]"
1752866022.0819,-58.000061333179474,12805.821168264056,12805.82140900161,12816.461683279373,15865.460891638904,"[[535, -1, -1], [536, 1, 11785], [536, 1, 11972], [536, -1, -1], [537, -1, -1], [538, -1, -1], [539, -1, -1], [540, -1, -1], [541, -1, -1], [542, 1, 10381], [542, 1, 10584], [542, 1, 10707], [542, -1, -1], [543, -1, -1], [544, -1, -1]]"
1752866022.193,-56.00006100535393,12805.821168264056,12805.821413074827,12816.461683279373,15865.460891638904,"[[546, -1, -1], [547, -1, -1], [548, -1, -1], [549, -1, -1], [550, -1, -1], [551, -1, -1], [552, -1, -1], [553, -1, -1], [554, 1, 10067], [554, 1, 10267], [554, -1, -1], [555, 1, 9313], [555, 1, 9498], [555, 1, 12602], [555, 1, 12802], [555, 1, 12912], [555, -1, -1], [556, -1, -1]]"
1752866022.3024,-54.00006067752838,12805.821173838634,12805.821413074827,12816.461687429075,15865.460891638904,"[[557, -1, -1], [558, -1, -1], [559, -1, -1], [560, 1, 11044], [560, 1, 11078], [560, 1, 11274], [560, -1, -1], [561, -1, -1], [562, -1, -1], [563, 1, 10593], [563, 1, 10791], [563, -1, -1], [564, -1, -1], [565, -1, -1], [566, -1, -1], [567, -1, -1]]"
1752866022.4119,-52.000060349702835,12805.821104111797,12805.82140215766,12816.461687429075,15865.460891638904,"[[568, -1, -1], [569, 1, 10560], [569, 1, 10629], [569, 1, 10791], [569, -1, -1], [570, -1, -1], [571, 1, 11799], [571, 1, 11827], [571, 1, 12031], [571, 1, 12395], [571, -1, -1], [572, -1, -1], [573, -1, -1], [574, -1, -1], [575, 1, 10405], [575, 1, 10604], [575, -1, -1], [576, -1, -1], [577, 1, 9355], [577, 1, 9554], [577, 1, 11309], [577, 1, 11485], [577, -1, -1]]"
1752866022.522,-50.00006002187729,12805.821104111797,12805.82140215766,12816.461692361761,15865.460891638904,"[[579, -1, -1], [580, -1, -1], [581, -1, -1], [582, -1, -1], [583, -1, -1], [584, -1, -1], [585, -1, -1], [586, 1, 10809], [586, 1, 11013], [586, -1, -1], [587, -1, -1], [588, -1, -1]]"
1752866022.6324,-48.00005969405174,12805.821050946368,12805.821413110176,12816.461692361761,15865.460891638904,"[[590, -1, -1], [591, -1, -1], [592, -1, -1], [593, -1, -1], [594, 1, 11410], [594, 1, 11597], [594, -1, -1], [595, 1, 12034], [595, 1, 12220], [595, -1, -1], [596, -1, -1], [597, -1, -1], [598, -1, -1], [599, -1, -1], [600, 1, 10634], [600, 1, 10669], [600, 1, 10865], [600, 1, 10929], [600, -1, -1]]"
1752866022.7435,-46.000059366226196,12805.821050946368,12805.821414316828,12816.46168228687,15865.460891638904,"[[601, -1, -1], [602, -1, -1], [603, 1, 11936], [603, 1, 12139], [603, 1, 12442], [603, -1, -1], [604, -1, -1], [605, 1, 10950], [605, 1, 11149], [605, -1, -1], [606, -1, -1], [607, -1, -1], [608, -1, -1], [609, 1, 10504], [609, 1, 10703], [609, -1, -1], [610, -1, -1], [611, -1, -1]]"
1752866022.8535,-44.00005903840065,12805.821095044106,12805.821414316828,12816.46168228687,15865.460891638904,"[[612, -1, -1], [613, 1, 12465], [613, 1, 12507], [613, 1, 12699], [613, 1, 12879], [613, -1, -1], [614, -1, -1], [615, 1, 10714], [615, 1, 10902], [615, -1, -1], [616, -1, -1], [617, -1, -1], [618, 1, 9151], [618, 1, 9334], [618, -1, -1], [619, -1, -1], [620, 1, 13314], [620, 1, 13476], [620, -1, -1], [621, -1, -1], [622, 1, 11638], [622, 1, 11837], [622, -1, -1]]"
1752866022.9635,-42.000058710575104,12805.821095044106,12805.821421065346,12816.461688990075,15865.460891638904,"[[623, -1, -1], [624, -1, -1], [625, -1, -1], [626, 1, 8852], [626, 1, 8898], [626, 1, 9084], [626, -1, -1], [627, -1, -1], [628, -1, -1], [629, 1, 10584], [629, 1, 10786], [629, -1, -1], [630, 1, 7256], [630, 1, 7291], [630, 1, 7487], [630, 1, 7818], [630, -1, -1], [631, -1, -1], [632, 1, 9942], [632, 1, 10130], [632, 1, 10331], [632, 1, 10539], [632, -1, -1], [633, -1, -1]]"
1752866023.0735,-40.00005838274956,12805.821154663432,12805.821421065346,12816.461688990075,15865.460891638904,"[[634, -1, -1], [635, -1, -1], [636, 1, 10205], [636, 1, 10404], [636, 1, 10533], [636, -1, -1], [637, -1, -1], [638, -1, -1], [639, -1, -1], [640, -1, -1], [641, 1, 12195], [641, 1, 12382], [641, -1, -1], [642, -1, -1], [643, -1, -1], [644, 1, 9312], [644, 1, 9515], [644, -1, -1]]"
1752866023.1835,-38.00005805492401,12805.821154663432,12805.82141496581,12816.461683556592,15865.460891638904,"[[645, -1, -1], [646, 1, 10503], [646, 1, 10702], [646, 1, 10829], [646, 1, 11033], [646, -1, -1], [647, 1, 10531], [647, 1, 10734], [647, 1, 10942], [647, -1, -1], [648, -1, -1], [649, -1, -1], [650, 1, 10626], [650, 1, 10829], [650, -1, -1], [651, -1, -1], [652, -1, -1], [653, -1, -1], [654, -1, -1], [655, -1, -1]]"
1752866023.2945,-36.000057727098465,12805.821189879503,12805.82141496581,12816.46168296914,15865.460891638904,"[[656, -1, -1], [657, -1, -1], [658, 1, 11013], [658, 1, 11198], [658, -1, -1], [659, -1, -1], [660, -1, -1], [661, -1, -1], [662, -1, -1], [663, -1, -1], [664, -1, -1], [665, -1, -1], [666, 1, 10485], [666, 1, 10518], [666, 1, 10715], [666, -1, -1]]"
1752866023.4044,-34.00005739927292,12805.821189879503,12805.821408054702,12816.46168296914,15865.460891638904,"[[667, -1, -1], [668, -1, -1], [669, -1, -1], [670, -1, -1], [671, 1, 10006], [671, 1, 10041], [671, 1, 10238], [671, -1, -1], [672, 1, 15510], [672, 1, 15709], [672, 1, 16062], [672, -1, -1], [673, -1, -1], [674, -1, -1], [675, 1, 10698], [675, 1, 10907], [675, -1, -1], [676, -1, -1], [677, -1, -1]]"
1752866023.5145,-32.00005707144737,12805.821140104501,12805.821408054702,12816.461687641042,15865.460891638904,"[[678, -1, -1], [679, -1, -1], [680, -1, -1], [681, -1, -1], [682, -1, -1], [683, -1, -1], [684, -1, -1], [685, 1, 11025], [685, 1, 11224], [685, 1, 11444], [685, -1, -1], [686, 1, 10020], [686, 1, 10055], [686, 1, 10251], [686, 1, 10492], [686, 1, 12042], [686, 1, 12226], [686, -1, -1], [687, -1, -1], [688, -1, -1]]"
1752866023.6244,-30.000056743621826,12805.821140104501,12805.82140777731,12816.461687641042,15865.460891638904,"[[689, 1, 11208], [689, 1, 11392], [689, -1, -1], [690, -1, -1], [691, 1, 14027], [691, 1, 14226], [691, -1, -1], [692, -1, -1], [693, -1, -1], [694, 1, 10664], [694, 1, 10848], [694, -1, -1], [695, -1, -1], [696, -1, -1], [697, -1, -1], [698, -1, -1], [699, 1, 13331], [699, 1, 13535], [699, -1, -1]]"
1752866023.7354,-28.00005641579628,12805.82109799089,12805.82140777731,12816.461690772567,15865.460891638904,"[[700, -1, -1], [701, -1, -1], [702, 1, 10690], [702, 1, 10889], [702, -1, -1], [703, 1, 13186], [703, 1, 13389], [703, -1, -1], [704, 1, 13091], [704, 1, 13279], [704, -1, -1], [705, -1, -1], [706, 1, 9825], [706, 1, 10034], [706, 1, 12630], [706, 1, 12814], [706, -1, -1], [707, 1, 10368], [707, 1, 10412], [707, 1, 10604], [707, 1, 10858], [707, -1, -1], [708, -1, -1], [709, -1, -1], [710, -1, -1]]"
1752866023.8454,-26.000056087970734,12805.82105988335,12805.821403149479,12816.461690772567,15865.460891638904,"[[711, -1, -1], [712, -1, -1], [713, -1, -1], [714, -1, -1], [715, -1, -1], [716, 1, 11477], [716, 1, 11661], [716, -1, -1], [717, -1, -1], [718, -1, -1], [719, -1, -1], [720, -1, -1], [721, -1, -1]]"
1752866023.9554,-24.000055760145187,12805.82105988335,12805.821403149479,12816.461682629892,15865.460891638904,"[[722, -1, -1], [723, -1, -1], [724, 1, 9529], [724, 1, 9568], [724, 1, 9759], [724, 1, 11851], [724, 1, 12053], [724, 1, 12266], [724, -1, -1], [725, 1, 9423], [725, 1, 9606], [725, -1, -1], [726, 1, 11385], [726, 1, 11585], [726, -1, -1], [727, -1, -1], [728, 1, 12019], [728, 1, 12057], [728, 1, 12249], [728, -1, -1], [729, -1, -1], [730, 1, 9492], [730, 1, 9691], [730, -1, -1], [731, -1, -1], [732, 1, 11584], [732, 1, 11619], [732, 1, 11814], [732, 1, 13403], [732, 1, 14162], [732, 1, 14361], [732, -1, -1]]"
1752866024.0654,-22.00005543231964,12805.821111623745,12805.821404531058,12816.461682629892,15865.460891638904,"[[733, -1, -1], [734, 1, 9314], [734, 1, 9498], [734, 1, 9627], [734, -1, -1], [735, -1, -1], [736, -1, -1], [737, -1, -1], [738, -1, -1], [739, -1, -1], [740, -1, -1], [741, -1, -1], [742, -1, -1], [743, 1, 10069], [743, 1, 10272], [743, 1, 10419], [743, -1, -1]]"
1752866024.1754,-20.000055104494095,12805.821111623745,12805.821404531058,12816.461685593362,15865.460891638904,"[[744, 1, 9295], [744, 1, 9480], [744, -1, -1], [745, 1, 9121], [745, 1, 9165], [745, 1, 9354], [745, 1, 9539], [745, 1, 9831], [745, -1, -1], [746, -1, -1], [747, 1, 9823], [747, 1, 9869], [747, 1, 10056], [747, -1, -1], [748, -1, -1], [749, 1, 11138], [749, 1, 11337], [749, 1, 12175], [749, -1, -1], [750, 1, 10444], [750, 1, 10646], [750, -1, -1], [751, 1, 11085], [751, 1, 11288], [751, -1, -1], [752, -1, -1], [753, -1, -1], [754, 1, 14037], [754, 1, 14222], [754, 1, 14270], [754, -1, -1]]"
1752866024.2864,-18.00005477666855,12805.82115314411,12805.821382433862,12816.461685593362,15865.460891638904,"[[755, -1, -1], [756, 1, 9677], [756, 1, 9880], [756, -1, -1], [757, -1, -1], [758, -1, -1], [759, 1, 11230], [759, 1, 11429], [759, -1, -1], [760, 1, 9599], [760, 1, 9798], [760, 1, 9983], [760, 1, 10185], [760, 1, 10337], [760, -1, -1], [761, -1, -1], [762, -1, -1], [763, 1, 10642], [763, 1, 10841], [763, 1, 11021], [763, -1, -1], [764, -1, -1], [765, 1, 8761], [765, 1, 8963], [765, 1, 9134], [765, -1, -1]]"
1752866024.3955,-16.000054448843002,12805.82115314411,12805.821382433862,12816.461690234863,15865.460891638904,"[[766, 1, 9364], [766, 1, 9402], [766, 1, 9595], [766, -1, -1], [767, -1, -1], [768, -1, -1], [769, -1, -1], [770, 1, 10741], [770, 1, 10930], [770, 1, 12240], [770, 1, 12275], [770, 1, 12470], [770, -1, -1], [771, -1, -1], [772, 1, 11907], [772, 1, 12107], [772, 1, 12245], [772, 1, 12429], [772, -1, -1], [773, 1, 10510], [773, 1, 10697], [773, -1, -1], [774, 1, 11582], [774, 1, 11770], [774, -1, -1], [775, -1, -1], [776, -1, -1]]"
