time,voltage
1752034492.6538,29.9934879
1752034493.6804,29.9946024
1752034494.7067,29.989543
1752034495.7707,29.9930548
1752034496.7972,29.9955083
1752034497.8238,29.9923723
1752034498.8505,29.9899169
1752034499.9164,29.9952496
1752034500.9431,29.9941069
1752034501.9695,29.9897279
1752034502.996,29.9921411
1752034504.0614,29.9956109
1752034505.0882,29.9920043
1752034506.1145,29.9899591
1752034507.1411,29.9942453
1752034508.2054,29.994813
1752034509.2322,29.9909744
1752034510.2587,29.9907395
1752034511.2852,29.9951374
1752034512.3501,29.9937669
1752034513.3765,29.9898391
1752034514.4029,29.9915114
1752034515.4296,29.995688
1752034516.4949,29.9918007
1752034517.5219,29.9898968
1752034518.5486,29.9941345
1752034519.5752,29.9946434
1752034520.6391,29.9897586
1752034521.6646,29.9896705
1752034522.6912,29.9938754
1752034523.7175,29.9946886
1752034524.7839,29.9896072
1752034525.8105,29.9915449
1752034526.8372,29.9953431
1752034527.8639,29.9918028
1752034528.9284,29.9897658
1752034529.9552,29.9934005
1752034530.9819,29.994942
1752034532.0085,29.9904471
1752034533.0745,29.9909266
1752034534.1016,29.9958618
1752034535.1285,29.9915163
1752034536.1551,29.9902636
1752034537.2179,29.9951555
1752034538.2446,29.9958379
1752034539.2723,29.9902489
1752034540.2991,29.9911302
1752034541.3631,29.9955087
1752034542.3899,29.9944126
1752034543.4164,29.9897103
1752034544.4428,29.9926132
1752034545.5072,29.9954506
1752034546.534,29.9928952
1752034547.5606,29.9900294
1752034548.5874,29.9945354
1752034549.6525,29.9942041
1752034550.6793,29.9896175
1752034551.7059,29.9921399
1752034552.7327,29.9953684
1752034553.7973,29.9909079
1752034554.8243,29.9898066
1752034555.8506,29.9950976
1752034556.877,29.9939698
1752034557.9413,29.9897977
1752034558.9677,29.9908674
1752034559.994,29.9957149
1752034561.0206,29.9920151
1752034562.0859,29.99053
1752034563.1127,29.9941308
1752034564.1393,29.9945454
1752034565.1658,29.9893631
1752034566.2311,29.9925014
1752034567.2579,29.9956432
1752034568.2844,29.9917417
1752034569.3113,29.990136
1752034570.3746,29.995613
1752034571.4011,29.9955767
1752034572.4279,29.9909156
1752034573.4541,29.9905776
1752034574.5178,29.9944283
1752034575.5444,29.9950564
1752034576.576,29.9902566
1752034577.6504,29.9955936
1752034578.6772,29.9902433
1752034579.7042,29.9956383
1752034580.7306,29.9933497
1752034581.7918,29.9897056
1752034582.818,29.9894011
1752034583.8444,29.9935519
1752034584.9172,29.9950372
1752034585.9439,29.9917171
1752034586.9707,29.9955397
1752034587.9972,29.9916135
1752034589.0543,29.9902868
1752034590.11,29.9897173
1752034591.1365,29.9938616
1752034592.1628,29.9897504
1752034593.1892,29.9919335
1752034594.2499,29.9955715
1752034595.2765,29.9952815
1752034596.3031,29.9908959
1752034597.3287,29.9898808
1752034598.3879,29.995095
1752034599.4144,29.9937095
1752034600.4414,29.9943414
1752034601.5107,29.9897522
1752034602.538,29.9948408
1752034603.5648,29.9935252
1752034604.633,29.9894563
1752034605.6599,29.995229
1752034606.6871,29.9931777
1752034607.7587,29.9896243
1752034608.785,29.9951281
1752034609.8114,29.9906809
1752034610.8385,29.9908392
1752034611.898,29.9955936
1752034612.9247,29.9953307
1752034613.9514,29.9930976
1752034614.978,29.9896543
1752034616.0391,29.994537
1752034617.0658,29.9949034
1752034618.0932,29.99367
1752034619.1199,29.9895458
1752034620.1761,29.9943854
1752034621.2335,29.9906162
1752034622.2601,29.989681
1752034623.2866,29.9925984
1752034624.3572,29.9952145
1752034625.3836,29.9898063
1752034626.4101,29.9946792
1752034627.4794,29.9944974
1752034628.5061,29.9898773
1752034629.533,29.9951042
1752034630.6053,29.9934116
1752034631.6318,29.9929953
1752034632.6584,29.9948045
1752034633.7339,29.9902128
1752034634.7603,29.9943505
1752034635.7871,29.9899286
1752034636.8561,29.9920694
1752034637.8831,29.994019
1752034638.9097,29.9895081
1752034639.9815,29.9938499
1752034641.0078,29.9902137
1752034642.0343,29.991278
1752034643.0617,29.9954736
1752034644.1185,29.9911942
1752034645.1453,29.9937859
1752034646.1719,29.9897227
1752034647.1985,29.9936648
1752034648.2253,29.9944557
1752034649.2519,29.9894554
1752034650.3148,29.9930559
1752034651.3418,29.9951096
1752034652.3682,29.9933293
1752034653.4401,29.9897696
1752034654.4666,29.9943723
1752034655.4929,29.9896241
1752034656.5205,29.9923405
1752034657.5799,29.9952349
1752034658.6065,29.9949353
1752034659.6331,29.9899778
1752034660.6596,29.9921783
1752034661.7243,29.9953389
1752034662.7508,29.9914596
1752034663.7775,29.9910906
1752034664.8044,29.9954118
1752034665.9016,29.9948408
1752034666.9284,29.9935601
1752034667.9911,29.9897998
1752034669.018,29.9915772
1752034670.0445,29.9958351
1752034671.0708,29.9905773
1752034672.1341,29.9914188
1752034673.1611,29.9946979
1752034674.1876,29.9937751
1752034675.2578,29.989662
1752034676.2841,29.9958433
1752034677.3226,29.9954089
1752034678.3931,29.9925059
1752034679.4199,29.9935868
1752034680.4468,29.9942327
1752034681.4737,29.9896998
1752034682.5293,29.9930559
1752034683.5564,29.9902601
1752034684.5868,29.9949467
1752034685.6583,29.9901151
1752034686.6845,29.9954792
1752034687.711,29.9928545
1752034688.7375,29.9898743
1752034689.7983,29.9951159
1752034690.8247,29.9946106
1752034691.8516,29.9943268
1752034692.8782,29.9893884
1752034693.9399,29.9935167
1752034694.9663,29.9937006
1752034695.9931,29.9947307
1752034697.0659,29.9897248
1752034698.0924,29.9958496
1752034699.1193,29.9912167
1752034700.1886,29.9908451
1752034701.2157,29.9950486
1752034702.2421,29.9906523
1752034703.3113,29.9910285
1752034704.3381,29.9950978
1752034705.3646,29.9901568
1752034706.4371,29.9914462
1752034707.4638,29.992597
1752034708.4903,29.9900451
1752034709.5598,29.9949608
1752034710.5872,29.9914879
1752034711.6138,29.9908456
1752034712.6824,29.9953211
1752034713.7092,29.9913488
1752034714.7358,29.9905548
1752034715.8082,29.99546
1752034716.8348,29.9893999
1752034717.8612,29.9934427
1752034718.8881,29.9951794
1752034719.9463,29.9903475
1752034720.9733,29.992113
1752034721.9988,29.9898644
1752034723.0694,29.9939504
1752034724.096,29.9917471
1752034725.1231,29.9905197
1752034726.1493,29.9953944
1752034727.2117,29.9939234
1752034728.2387,29.9921973
1752034729.2653,29.9901315
1752034730.3397,29.9951248
1752034731.3664,29.9899673
1752034732.393,29.9951819
1752034733.4195,29.9943458
1752034734.4818,29.9897614
1752034735.5386,29.990039
1752034736.5653,29.9907334
1752034737.5918,29.9911155
1752034738.678,29.9952079
1752034739.7046,29.9936044
1752034740.7784,29.9894835
1752034741.8051,29.9942085
1752034742.832,29.9895749
