time,Voltage,InjSeeded,Matisse,Diode,OPO,data
1752927190.2898,-95.99990737438202,12805.821141227232,12805.821390859272,12816.46175015554,15865.460891638904,"[[2808, -1, -1], [2809, -1, -1], [2810, -1, -1], [2811, -1, -1], [2812, -1, -1], [2813, -1, -1], [2814, -1, -1], [2815, -1, -1], [2816, -1, -1], [2817, -1, -1], [2818, -1, -1]]"
1752927190.4008,-93.99991077184677,12805.821227002303,12805.821406130879,12816.46175015554,15865.460891638904,"[[2819, -1, -1], [2820, -1, -1], [2821, -1, -1], [2822, -1, -1], [2823, -1, -1], [2824, -1, -1], [2825, -1, -1], [2826, -1, -1], [2827, -1, -1], [2828, 1, 11695], [2828, 1, 11898], [2828, -1, -1], [2829, -1, -1]]"
1752927190.5119,-91.99991416931152,12805.821227002303,12805.82141724069,12816.461750005654,15865.460891638904,"[[2830, -1, -1], [2831, -1, -1], [2832, -1, -1], [2833, -1, -1], [2834, -1, -1], [2835, 1, 9116], [2835, 1, 9315], [2835, -1, -1], [2836, -1, -1], [2837, -1, -1], [2838, -1, -1], [2839, -1, -1], [2840, -1, -1]]"
1752927190.6259,-89.99991756677628,12805.821117757825,12805.82141724069,12816.461750005654,15865.460891638904,"[[2841, -1, -1], [2842, -1, -1], [2843, -1, -1], [2844, -1, -1], [2845, -1, -1], [2846, -1, -1], [2847, -1, -1], [2848, -1, -1], [2849, -1, -1], [2850, -1, -1], [2851, -1, -1]]"
1752927190.7358,-87.99992096424103,12805.821117757825,12805.82140428269,12816.461749261414,15865.460891638904,"[[2852, -1, -1], [2853, -1, -1], [2854, -1, -1], [2855, -1, -1], [2856, -1, -1], [2857, -1, -1], [2858, -1, -1], [2859, -1, -1], [2860, -1, -1], [2861, -1, -1], [2862, -1, -1]]"
1752927190.8458,-85.99992436170578,12805.82104795502,12805.82140428269,12816.461749261414,15865.460891638904,"[[2863, -1, -1], [2864, -1, -1], [2865, -1, -1], [2866, -1, -1], [2867, -1, -1], [2868, -1, -1], [2869, -1, -1], [2870, -1, -1], [2871, -1, -1], [2872, -1, -1], [2873, -1, -1]]"
1752927190.9561,-83.99992775917053,12805.82104795502,12805.82138273687,12816.461752844421,15865.460891638904,"[[2874, -1, -1], [2875, -1, -1], [2876, -1, -1], [2877, -1, -1], [2878, -1, -1], [2879, -1, -1], [2880, -1, -1], [2881, -1, -1], [2882, -1, -1], [2883, -1, -1], [2884, -1, -1]]"
1752927191.0673,-81.99993115663528,12805.821278390833,12805.82138273687,12816.461752844421,15865.460891638904,"[[2885, -1, -1], [2886, -1, -1], [2887, -1, -1], [2888, -1, -1], [2889, -1, -1], [2890, -1, -1], [2891, -1, -1], [2892, -1, -1], [2893, -1, -1], [2894, -1, -1], [2895, -1, -1]]"
1752927191.1768,-79.99993455410004,12805.821278390833,12805.821391800831,12816.461747178922,15865.460891638904,"[[2897, -1, -1], [2898, -1, -1], [2899, -1, -1], [2900, -1, -1], [2901, -1, -1], [2902, -1, -1], [2903, -1, -1], [2904, -1, -1], [2905, -1, -1], [2906, 1, 10518], [2906, 1, 10704], [2906, -1, -1]]"
1752927191.2858,-77.99993795156479,12805.821175962776,12805.821391800831,12816.461747178922,15865.460891638904,"[[2907, -1, -1], [2908, -1, -1], [2909, 1, 14969], [2909, 1, 15171], [2909, -1, -1], [2910, -1, -1], [2911, -1, -1], [2912, -1, -1], [2913, -1, -1], [2914, -1, -1], [2915, -1, -1], [2916, -1, -1], [2917, -1, -1]]"
1752927191.3958,-75.99994134902954,12805.821175962776,12805.821388764241,12816.461754468504,15865.460891638904,"[[2918, -1, -1], [2919, -1, -1], [2920, -1, -1], [2921, -1, -1], [2922, -1, -1], [2923, -1, -1], [2924, -1, -1], [2925, -1, -1], [2926, -1, -1], [2927, -1, -1], [2928, -1, -1]]"
1752927191.5068,-73.9999447464943,12805.82120727441,12805.821388764241,12816.461751308452,15865.460891638904,"[[2929, -1, -1], [2930, -1, -1], [2931, -1, -1], [2932, -1, -1], [2933, -1, -1], [2934, -1, -1], [2935, -1, -1], [2936, -1, -1], [2937, -1, -1], [2938, -1, -1], [2939, -1, -1]]"
1752927191.6168,-71.99994814395905,12805.82120727441,12805.821402649695,12816.461751308452,15865.460891638904,"[[2940, -1, -1], [2941, -1, -1], [2942, -1, -1], [2943, -1, -1], [2944, -1, -1], [2945, -1, -1], [2946, -1, -1], [2947, -1, -1], [2948, -1, -1], [2949, -1, -1], [2950, -1, -1]]"
1752927191.7268,-69.9999515414238,12805.821254053544,12805.821402649695,12816.46174333876,15865.460891638904,"[[2951, -1, -1], [2952, -1, -1], [2953, -1, -1], [2954, -1, -1], [2955, -1, -1], [2956, -1, -1], [2957, -1, -1], [2958, -1, -1], [2959, -1, -1], [2960, -1, -1], [2961, -1, -1]]"
1752927191.8368,-67.99995493888855,12805.821254053544,12805.821406481162,12816.46174333876,15865.460891638904,"[[2962, -1, -1], [2963, -1, -1], [2964, -1, -1], [2965, -1, -1], [2966, -1, -1], [2967, -1, -1], [2968, -1, -1], [2969, -1, -1], [2970, -1, -1], [2971, -1, -1], [2972, -1, -1]]"
1752927191.9468,-65.9999583363533,12805.821086925635,12805.821406481162,12816.461742530382,15865.460891638904,"[[2973, -1, -1], [2974, -1, -1], [2975, -1, -1], [2976, 1, 11410], [2976, 1, 11613], [2976, -1, -1], [2977, -1, -1], [2978, 1, 10435], [2978, -1, -1], [2979, -1, -1], [2980, -1, -1], [2981, -1, -1], [2982, -1, -1], [2983, -1, -1]]"
1752927192.0568,-63.999958008527756,12805.821086925635,12805.821404052833,12816.461742530382,15865.460891638904,"[[2984, -1, -1], [2985, -1, -1], [2986, -1, -1], [2987, -1, -1], [2988, -1, -1], [2989, -1, -1], [2990, -1, -1], [2991, -1, -1], [2992, -1, -1], [2993, -1, -1], [2994, -1, -1]]"
1752927192.1738,-61.99995768070221,12805.821046280653,12805.821404052833,12816.461757592344,15865.460891638904,"[[2995, -1, -1], [2996, -1, -1], [2997, -1, -1], [2998, -1, -1], [2999, -1, -1], [3000, -1, -1], [3001, -1, -1], [3002, -1, -1], [3003, 1, 11900], [3003, 1, 12103], [3003, -1, -1], [3004, 1, 11267], [3004, 1, 11466], [3004, 1, 11750], [3004, -1, -1], [3005, -1, -1], [3006, -1, -1]]"
1752927192.2849,-59.99995735287666,12805.821046280653,12805.821401198435,12816.461757592344,15865.460891638904,"[[3007, -1, -1], [3008, 1, 14590], [3008, 1, 14770], [3008, -1, -1], [3009, -1, -1], [3010, -1, -1], [3011, -1, -1], [3012, -1, -1], [3013, -1, -1], [3014, -1, -1], [3015, -1, -1], [3016, -1, -1], [3017, -1, -1]]"
1752927192.3949,-57.99995702505112,12805.821198625297,12805.821401198435,12816.46175356143,15865.460891638904,"[[3018, -1, -1], [3019, -1, -1], [3020, -1, -1], [3021, -1, -1], [3022, -1, -1], [3023, -1, -1], [3024, -1, -1], [3025, -1, -1], [3026, -1, -1], [3027, -1, -1], [3028, -1, -1]]"
1752927192.5048,-55.99995669722557,12805.821246862486,12805.821389633158,12816.46175356143,15865.460891638904,"[[3029, -1, -1], [3030, -1, -1], [3031, -1, -1], [3032, -1, -1], [3033, -1, -1], [3034, -1, -1], [3035, -1, -1], [3036, -1, -1], [3037, -1, -1], [3038, -1, -1], [3039, -1, -1]]"
1752927192.6139,-53.999956369400024,12805.821246862486,12805.821389633158,12816.461743237924,15865.460891638904,"[[3040, -1, -1], [3041, -1, -1], [3042, -1, -1], [3043, -1, -1], [3044, -1, -1], [3045, -1, -1], [3046, -1, -1], [3047, -1, -1], [3048, -1, -1], [3049, -1, -1], [3050, -1, -1]]"
1752927192.7238,-51.99995604157448,12805.821186180754,12805.821392767017,12816.461743237924,15865.460891638904,"[[3051, -1, -1], [3052, -1, -1], [3053, 1, 10479], [3053, 1, 10677], [3053, -1, -1], [3054, -1, -1], [3055, 1, 11204], [3055, 1, 11407], [3055, -1, -1], [3056, -1, -1], [3057, -1, -1], [3058, 1, 9596], [3058, 1, 9799], [3058, -1, -1], [3059, -1, -1], [3060, -1, -1], [3061, -1, -1]]"
1752927192.8328,-49.99995571374893,12805.821186180754,12805.821392767017,12816.461756408802,15865.460891638904,"[[3062, -1, -1], [3063, -1, -1], [3064, -1, -1], [3065, 1, 10569], [3065, 1, 10771], [3065, -1, -1], [3066, -1, -1], [3067, -1, -1], [3068, -1, -1], [3069, -1, -1], [3070, -1, -1], [3071, 1, 11673], [3071, 1, 11876], [3071, -1, -1], [3072, -1, -1]]"
1752927192.9438,-47.999955385923386,12805.821121475565,12805.821395548368,12816.461756408802,15865.460891638904,"[[3073, -1, -1], [3074, -1, -1], [3075, -1, -1], [3076, -1, -1], [3077, -1, -1], [3078, -1, -1], [3079, -1, -1], [3080, -1, -1], [3081, -1, -1], [3082, -1, -1], [3083, 1, 11268], [3083, 1, 11453], [3083, -1, -1]]"
1752927193.0548,-45.99995505809784,12805.821121475565,12805.82138988197,12816.461741193201,15865.460891638904,"[[3084, -1, -1], [3085, -1, -1], [3086, -1, -1], [3087, -1, -1], [3088, -1, -1], [3089, -1, -1], [3090, -1, -1], [3091, -1, -1], [3092, 1, 10781], [3092, 1, 10824], [3092, 1, 10926], [3092, 1, 11013], [3092, 1, 11132], [3092, 1, 11347], [3092, -1, -1], [3093, -1, -1], [3094, -1, -1]]"
1752927193.1648,-43.99995473027229,12805.821051828794,12805.82138988197,12816.461741193201,15865.460891638904,"[[3095, -1, -1], [3096, -1, -1], [3097, -1, -1], [3098, -1, -1], [3099, -1, -1], [3100, -1, -1], [3101, -1, -1], [3102, -1, -1], [3103, -1, -1], [3104, -1, -1], [3105, -1, -1]]"
1752927193.2738,-41.99995440244675,12805.821051828794,12805.821390578632,12816.461742632171,15865.460891638904,"[[3106, -1, -1], [3107, 1, 11088], [3107, 1, 11278], [3107, -1, -1], [3108, -1, -1], [3109, -1, -1], [3110, -1, -1], [3111, -1, -1], [3112, -1, -1], [3113, -1, -1], [3114, -1, -1], [3115, -1, -1], [3116, -1, -1]]"
1752927193.3848,-39.9999540746212,12805.821104418335,12805.821390578632,12816.461742632171,15865.460891638904,"[[3117, -1, -1], [3118, 1, 10147], [3118, 1, 10181], [3118, 1, 10377], [3118, 1, 10609], [3118, -1, -1], [3119, -1, -1], [3120, -1, -1], [3121, -1, -1], [3122, -1, -1], [3123, -1, -1], [3124, -1, -1], [3125, -1, -1], [3126, -1, -1], [3127, -1, -1]]"
1752927193.4958,-37.999953746795654,12805.821104418335,12805.821390944804,12816.461752344107,15865.460891638904,"[[3128, -1, -1], [3129, -1, -1], [3130, -1, -1], [3131, -1, -1], [3132, -1, -1], [3133, -1, -1], [3134, -1, -1], [3135, 1, 13469], [3135, 1, 13496], [3135, 1, 13699], [3135, -1, -1], [3136, -1, -1], [3137, -1, -1], [3138, -1, -1]]"
1752927193.6058,-35.99995341897011,12805.821169681445,12805.821390944804,12816.461752344107,15865.460891638904,"[[3139, -1, -1], [3140, -1, -1], [3141, -1, -1], [3142, -1, -1], [3143, -1, -1], [3144, -1, -1], [3145, -1, -1], [3146, -1, -1], [3147, -1, -1], [3148, -1, -1], [3149, -1, -1]]"
1752927193.7148,-33.99995309114456,12805.821169681445,12805.821380052601,12816.461748436803,15865.460891638904,"[[3150, -1, -1], [3151, -1, -1], [3152, -1, -1], [3153, -1, -1], [3154, -1, -1], [3155, -1, -1], [3156, -1, -1], [3157, -1, -1], [3158, -1, -1], [3159, -1, -1], [3160, 1, 10064], [3160, 1, 10099], [3160, 1, 10295], [3160, 1, 10901], [3160, 1, 10972], [3160, 1, 11135], [3160, 1, 11161], [3160, 1, 11224], [3160, 1, 11428], [3160, -1, -1]]"
1752927193.8249,-31.999952763319016,12805.821172374484,12805.821380052601,12816.461748436803,15865.460891638904,"[[3161, -1, -1], [3162, -1, -1], [3163, -1, -1], [3164, -1, -1], [3165, -1, -1], [3166, -1, -1], [3167, -1, -1], [3168, -1, -1], [3169, -1, -1], [3170, -1, -1], [3171, -1, -1]]"
1752927193.9348,-29.99995243549347,12805.821172374484,12805.821385919466,12816.46175520743,15865.460891638904,"[[3172, -1, -1], [3173, 1, 12360], [3173, 1, 12564], [3173, -1, -1], [3174, -1, -1], [3175, -1, -1], [3176, -1, -1], [3177, -1, -1], [3178, -1, -1], [3179, -1, -1], [3180, -1, -1], [3181, -1, -1], [3182, -1, -1]]"
1752927194.0448,-27.999952107667923,12805.821161041027,12805.821385919466,12816.461745249544,15865.460891638904,"[[3183, -1, -1], [3184, -1, -1], [3185, -1, -1], [3186, -1, -1], [3187, -1, -1], [3188, -1, -1], [3189, -1, -1], [3190, -1, -1], [3191, -1, -1], [3192, -1, -1], [3193, -1, -1]]"
1752927194.1538,-25.999951779842377,12805.821161041027,12805.821395085588,12816.461745249544,15865.460891638904,"[[3194, -1, -1], [3195, -1, -1], [3196, -1, -1], [3197, -1, -1], [3198, -1, -1], [3199, 1, 11349], [3199, 1, 11379], [3199, 1, 11579], [3199, -1, -1], [3200, -1, -1], [3201, 1, 10398], [3201, 1, 10601], [3201, -1, -1], [3202, -1, -1], [3203, -1, -1], [3204, -1, -1]]"
1752927194.2639,-23.99995145201683,12805.821161041027,12805.821395085588,12816.461747817526,15865.460891638904,"[[3205, -1, -1], [3206, 1, 10016], [3206, 1, 10215], [3206, 1, 11733], [3206, -1, -1], [3207, -1, -1], [3208, -1, -1], [3209, -1, -1], [3210, -1, -1], [3211, -1, -1], [3212, 1, 10589], [3212, 1, 10623], [3212, 1, 10819], [3212, 1, 11039], [3212, 1, 11085], [3212, 1, 11274], [3212, 1, 11506], [3212, 1, 11717], [3212, 1, 11773], [3212, 1, 11997], [3212, 1, 12125], [3212, 1, 12394], [3212, -1, -1], [3213, -1, -1], [3214, -1, -1], [3215, -1, -1]]"
1752927194.3728,-21.999951124191284,12805.821161041027,12805.82139623258,12816.461747817526,15865.460891638904,"[[3216, -1, -1], [3217, -1, -1], [3218, 1, 11046], [3218, 1, 11216], [3218, -1, -1], [3219, -1, -1], [3220, -1, -1], [3221, -1, -1], [3222, -1, -1], [3223, -1, -1], [3224, -1, -1], [3225, -1, -1], [3226, -1, -1]]"
1752927194.4818,-19.999950796365738,12805.821157760316,12805.82139623258,12816.46174745779,15865.460891638904,"[[3227, -1, -1], [3228, -1, -1], [3229, -1, -1], [3230, -1, -1], [3231, 1, 11531], [3231, 1, 11565], [3231, 1, 11761], [3231, -1, -1], [3232, -1, -1], [3233, -1, -1], [3234, -1, -1], [3235, -1, -1], [3236, -1, -1], [3237, -1, -1]]"
1752927194.5918,-17.99995046854019,12805.82115077839,12805.821396775289,12816.46174745779,15865.460891638904,"[[3238, -1, -1], [3239, 1, 9042], [3239, 1, 9075], [3239, 1, 9130], [3239, 1, 9271], [3239, 1, 11141], [3239, 1, 11325], [3239, -1, -1], [3240, -1, -1], [3241, -1, -1], [3242, -1, -1], [3243, -1, -1], [3244, -1, -1], [3245, -1, -1], [3246, -1, -1], [3247, -1, -1], [3248, -1, -1]]"
1752927194.7019,-15.999950140714647,12805.82115077839,12805.821396775289,12816.461753800195,15865.460891638904,"[[3249, 1, 11945], [3249, -1, -1], [3250, -1, -1], [3251, -1, -1], [3252, -1, -1], [3253, 1, 10699], [3253, 1, 10887], [3253, -1, -1], [3254, 1, 11218], [3254, 1, 11252], [3254, 1, 11448], [3254, 1, 11757], [3254, -1, -1], [3255, -1, -1], [3256, -1, -1], [3257, -1, -1], [3258, -1, -1], [3259, -1, -1]]"
1752927194.8119,-13.9999498128891,12805.821200023976,12805.821400529985,12816.461753800195,15865.460891638904,"[[3260, -1, -1], [3261, 1, 12017], [3261, 1, 12219], [3261, -1, -1], [3262, -1, -1], [3263, -1, -1], [3264, 1, 10711], [3264, 1, 10915], [3264, -1, -1], [3265, -1, -1], [3266, -1, -1], [3267, -1, -1], [3268, -1, -1], [3269, -1, -1], [3270, 1, 10699], [3270, 1, 10902], [3270, -1, -1]]"
1752927194.9218,-11.999949485063553,12805.821200023976,12805.821391761749,12816.461756820163,15865.460891638904,"[[3271, -1, -1], [3272, -1, -1], [3273, -1, -1], [3274, -1, -1], [3275, 1, 12574], [3275, 1, 12763], [3275, -1, -1], [3276, -1, -1], [3277, -1, -1], [3278, -1, -1], [3279, 1, 10063], [3279, 1, 10250], [3279, 1, 10336], [3279, -1, -1], [3280, -1, -1], [3281, -1, -1]]"
1752927195.0328,-9.999949157238007,12805.821194957478,12805.821391761749,12816.461756820163,15865.460891638904,"[[3282, 1, 10643], [3282, 1, 10834], [3282, -1, -1], [3283, -1, -1], [3284, -1, -1], [3285, -1, -1], [3286, -1, -1], [3287, -1, -1], [3288, -1, -1], [3289, -1, -1], [3290, -1, -1], [3291, -1, -1], [3292, -1, -1]]"
1752927195.1458,-7.999949295073748,12805.821194957478,12805.821378927436,12816.461752047057,15865.460891638904,"[[3293, 1, 11578], [3293, 1, 11780], [3293, -1, -1], [3294, 1, 11269], [3294, -1, -1], [3295, -1, -1], [3296, 1, 9912], [3296, 1, 10116], [3296, 1, 10341], [3296, -1, -1], [3297, -1, -1], [3298, -1, -1], [3299, -1, -1], [3300, 1, 10232], [3300, 1, 10272], [3300, 1, 10491], [3300, 1, 11014], [3300, 1, 11216], [3300, -1, -1], [3301, -1, -1], [3302, -1, -1], [3303, -1, -1]]"
1752927195.2558,-5.999949432909489,12805.821234291043,12805.821378927436,12816.461752047057,15865.460891638904,"[[3304, 1, 10109], [3304, 1, 10313], [3304, -1, -1], [3305, 1, 11823], [3305, 1, 12022], [3305, -1, -1], [3306, 1, 11307], [3306, 1, 11342], [3306, 1, 11537], [3306, -1, -1], [3307, -1, -1], [3308, 1, 10538], [3308, 1, 10738], [3308, -1, -1], [3309, -1, -1], [3310, -1, -1], [3311, 1, 10203], [3311, 1, 10391], [3311, 1, 10577], [3311, -1, -1], [3312, -1, -1], [3313, 1, 10457], [3313, 1, 10646], [3313, 1, 10768], [3313, 1, 10951], [3313, -1, -1], [3314, 1, 10572], [3314, 1, 10774], [3314, -1, -1]]"
1752927195.3648,-3.999949337914586,12805.821234291043,12805.821374492722,12816.461744972266,15865.460891638904,"[[3315, -1, -1], [3316, -1, -1], [3317, 1, 13996], [3317, 1, 14039], [3317, 1, 14228], [3317, 1, 14318], [3317, 1, 14506], [3317, -1, -1], [3318, 1, 9496], [3318, 1, 9684], [3318, -1, -1], [3319, 1, 11790], [3319, 1, 11994], [3319, 1, 12652], [3319, 1, 12860], [3319, -1, -1], [3320, 1, 14375], [3320, 1, 14561], [3320, -1, -1], [3321, 1, 11424], [3321, 1, 11522], [3321, 1, 11725], [3321, -1, -1], [3322, 1, 13442], [3322, 1, 13641], [3322, -1, -1], [3323, -1, -1], [3324, 1, 10136], [3324, 1, 10334], [3324, -1, -1], [3325, -1, -1]]"
1752927195.4738,-1.9999493379156945,12805.821226928303,12805.821374492722,12816.461744972266,15865.460891638904,"[[3326, 1, 10742], [3326, 1, 10777], [3326, 1, 10973], [3326, 1, 12015], [3326, 1, 12204], [3326, -1, -1], [3327, 1, 11285], [3327, 1, 11493], [3327, 1, 12251], [3327, 1, 12436], [3327, -1, -1], [3328, 1, 12208], [3328, 1, 12396], [3328, -1, -1], [3329, 1, 9944], [3329, 1, 9987], [3329, 1, 10174], [3329, 1, 10273], [3329, -1, -1], [3330, -1, -1], [3331, -1, -1], [3332, 1, 9895], [3332, 1, 10094], [3332, 1, 10246], [3332, 1, 10357], [3332, 1, 10421], [3332, -1, -1], [3333, 1, 10806], [3333, 1, 10992], [3333, -1, -1], [3334, -1, -1], [3335, 1, 10511], [3335, 1, 10710], [3335, 1, 11992], [3335, 1, 12195], [3335, -1, -1], [3336, 1, 10941], [3336, 1, 11145], [3336, 1, 12212], [3336, 1, 12247], [3336, 1, 12442], [3336, -1, -1]]"
1752927195.5848,5.0619244575458855e-05,12805.821226928303,12805.821405082568,12816.4617474722,15865.460891638904,"[[3337, 1, 10611], [3337, 1, 10810], [3337, -1, -1], [3338, -1, -1], [3339, -1, -1], [3340, 1, 12450], [3340, 1, 12641], [3340, 1, 13414], [3340, 1, 13449], [3340, 1, 13645], [3340, -1, -1], [3341, 1, 11655], [3341, 1, 11690], [3341, 1, 11887], [3341, -1, -1], [3342, 1, 9539], [3342, 1, 9737], [3342, 1, 13649], [3342, 1, 13686], [3342, 1, 13879], [3342, -1, -1], [3343, 1, 11443], [3343, -1, -1], [3344, 1, 11343], [3344, 1, 11547], [3344, -1, -1], [3345, 1, 11228], [3345, 1, 11414], [3345, -1, -1], [3346, 1, 10718], [3346, 1, 10904], [3346, -1, -1], [3347, 1, 10271], [3347, 1, 10459], [3347, 1, 10682], [3347, 1, 10922], [3347, 1, 11109], [3347, -1, -1]]"
1752927195.6948,2.0000504814088345,12805.82116494567,12805.821405082568,12816.4617474722,15865.460891638904,"[[3348, 1, 10652], [3348, -1, -1], [3349, 1, 9459], [3349, 1, 9658], [3349, 1, 10420], [3349, 1, 10605], [3349, 1, 10761], [3349, 1, 10926], [3349, -1, -1], [3350, 1, 10933], [3350, 1, 11006], [3350, 1, 11036], [3350, 1, 11117], [3350, 1, 11235], [3350, -1, -1], [3351, -1, -1], [3352, 1, 11982], [3352, 1, 12181], [3352, 1, 12292], [3352, -1, -1], [3353, 1, 10761], [3353, 1, 10964], [3353, 1, 11369], [3353, 1, 11572], [3353, -1, -1], [3354, 1, 10355], [3354, 1, 10542], [3354, -1, -1], [3355, 1, 10268], [3355, -1, -1], [3356, 1, 10963], [3356, 1, 11162], [3356, 1, 11362], [3356, -1, -1], [3357, 1, 10756], [3357, 1, 10793], [3357, 1, 10986], [3357, 1, 11291], [3357, 1, 12257], [3357, 1, 12456], [3357, 1, 12603], [3357, 1, 12709], [3357, 1, 12748], [3357, -1, -1], [3358, -1, -1]]"
1752927195.8028,4.000050343573093,12805.82116494567,12805.821400240835,12816.461747665082,15865.460891638904,"[[3359, 1, 9356], [3359, 1, 9541], [3359, 1, 10640], [3359, 1, 10684], [3359, 1, 10859], [3359, 1, 10983], [3359, 1, 11010], [3359, 1, 11055], [3359, 1, 11200], [3359, -1, -1], [3360, 1, 10313], [3360, 1, 10516], [3360, 1, 10554], [3360, 1, 10608], [3360, 1, 10750], [3360, 1, 10825], [3360, 1, 11034], [3360, 1, 11129], [3360, 1, 11237], [3360, 1, 11284], [3360, 1, 11316], [3360, 1, 11483], [3360, 1, 19082], [3360, 1, 19116], [3360, 1, 19313], [3360, -1, -1], [3361, 1, 10587], [3361, 1, 10615], [3361, 1, 10820], [3361, -1, -1], [3362, -1, -1], [3363, -1, -1], [3364, -1, -1], [3365, 1, 11431], [3365, 1, 11630], [3365, -1, -1], [3366, -1, -1], [3367, 1, 12615], [3367, 1, 12818], [3367, 1, 13611], [3367, 1, 13795], [3367, -1, -1], [3368, -1, -1], [3369, -1, -1]]"
1752927195.9128,6.00005067139864,12805.82123035711,12805.821400240835,12816.461748239171,15865.460891638904,"[[3370, -1, -1], [3371, -1, -1], [3372, 1, 12104], [3372, 1, 12289], [3372, -1, -1], [3373, 1, 11181], [3373, 1, 11384], [3373, -1, -1], [3374, 1, 9878], [3374, 1, 9912], [3374, 1, 10030], [3374, 1, 10149], [3374, 1, 10336], [3374, -1, -1], [3375, 1, 11085], [3375, 1, 11133], [3375, 1, 11303], [3375, 1, 11425], [3375, 1, 11519], [3375, -1, -1], [3376, 1, 10863], [3376, 1, 11051], [3376, 1, 11178], [3376, 1, 11361], [3376, -1, -1], [3377, 1, 11935], [3377, 1, 12105], [3377, -1, -1], [3378, 1, 11321], [3378, 1, 11347], [3378, 1, 11551], [3378, -1, -1], [3379, -1, -1], [3380, 1, 10054], [3380, 1, 10088], [3380, 1, 10210], [3380, 1, 10255], [3380, 1, 10296], [3380, 1, 10500], [3380, 1, 10809], [3380, 1, 11009], [3380, 1, 11215], [3380, 1, 11399], [3380, 1, 12404], [3380, 1, 12589], [3380, 1, 14016], [3380, 1, 14223], [3380, -1, -1]]"
1752927196.0248,8.000050999224186,12805.82123035711,12805.821398009562,12816.461748239171,15865.460891638904,"[[3381, 1, 9883], [3381, 1, 9921], [3381, 1, 10114], [3381, 1, 11742], [3381, 1, 11945], [3381, -1, -1], [3382, 1, 10374], [3382, 1, 10418], [3382, 1, 10612], [3382, 1, 10790], [3382, 1, 10910], [3382, -1, -1], [3383, 1, 10421], [3383, 1, 10606], [3383, -1, -1], [3384, 1, 10999], [3384, 1, 11026], [3384, 1, 11230], [3384, -1, -1], [3385, 1, 11380], [3385, 1, 11527], [3385, 1, 11601], [3385, 1, 11715], [3385, 1, 11807], [3385, 1, 11846], [3385, 1, 11883], [3385, -1, -1], [3386, -1, -1], [3387, -1, -1], [3388, 1, 11315], [3388, 1, 11524], [3388, 1, 12086], [3388, 1, 12120], [3388, 1, 12316], [3388, 1, 18755], [3388, 1, 18802], [3388, 1, 18992], [3388, 1, 19172], [3388, -1, -1], [3389, 1, 10482], [3389, 1, 10681], [3389, -1, -1], [3390, -1, -1], [3391, 1, 11358], [3391, 1, 11557], [3391, -1, -1]]"
1752927196.1348,10.000051327049732,12805.82123545336,12805.821398009562,12816.461745775334,15865.460891638904,"[[3392, 1, 11084], [3392, 1, 11287], [3392, -1, -1], [3393, -1, -1], [3394, 1, 11468], [3394, 1, 11654], [3394, 1, 11706], [3394, -1, -1], [3395, 1, 11618], [3395, 1, 11736], [3395, 1, 11806], [3395, 1, 11936], [3395, 1, 12263], [3395, -1, -1], [3396, 1, 10634], [3396, 1, 10834], [3396, 1, 11302], [3396, 1, 11505], [3396, -1, -1], [3397, 1, 11007], [3397, 1, 11033], [3397, 1, 11217], [3397, 1, 11678], [3397, 1, 11877], [3397, 1, 13120], [3397, 1, 13322], [3397, 1, 13790], [3397, -1, -1], [3398, 1, 10391], [3398, 1, 10435], [3398, 1, 10622], [3398, 1, 11065], [3398, 1, 11267], [3398, 1, 13302], [3398, 1, 13504], [3398, -1, -1], [3399, 1, 10135], [3399, 1, 10338], [3399, 1, 11282], [3399, 1, 11462], [3399, -1, -1], [3400, -1, -1], [3401, 1, 11327], [3401, 1, 11515], [3401, -1, -1], [3402, 1, 9866], [3402, 1, 10069], [3402, 1, 13944], [3402, 1, 13988], [3402, 1, 14177], [3402, -1, -1]]"
1752927196.2448,12.000051654875278,12805.82123545336,12805.82139341576,12816.461745775334,15865.460891638904,"[[3403, -1, -1], [3404, -1, -1], [3405, 1, 12692], [3405, 1, 12735], [3405, 1, 12929], [3405, 1, 13106], [3405, 1, 13218], [3405, -1, -1], [3406, 1, 12564], [3406, 1, 12749], [3406, -1, -1], [3407, 1, 9999], [3407, 1, 10202], [3407, 1, 10643], [3407, 1, 10689], [3407, 1, 10874], [3407, -1, -1], [3408, 1, 10874], [3408, 1, 10919], [3408, 1, 11104], [3408, 1, 12249], [3408, 1, 13093], [3408, 1, 13296], [3408, -1, -1], [3409, 1, 11199], [3409, 1, 11385], [3409, 1, 11587], [3409, 1, 13222], [3409, 1, 13412], [3409, -1, -1], [3410, -1, -1], [3411, -1, -1], [3412, 1, 9773], [3412, 1, 9962], [3412, 1, 11701], [3412, 1, 11743], [3412, 1, 11933], [3412, 1, 12136], [3412, 1, 12270], [3412, 1, 12524], [3412, -1, -1], [3413, -1, -1]]"
