x,y
-1642.5385077015403,61.1666548546484
-1641.748349669934,61.16890949737544
-1640.9581916383277,61.17117821151852
-1640.1680336067213,61.173461118562
-1639.377875575115,61.17575834134648
-1638.5877175435087,61.17807000408752
-1637.7975595119024,61.180396232394756
-1637.007401480296,61.18273715329117
-1636.2172434486897,61.18509289523285
-1635.4270854170834,61.18746358812894
-1634.636927385477,61.18984936336207
-1633.8467693538707,61.192250353808944
-1633.0566113222644,61.19466669386144
-1632.266453290658,61.19709851944802
-1631.4762952590518,61.19954596805542
-1630.6861372274454,61.202009178750814
-1629.8959791958391,61.204488292204324
-1629.1058211642328,61.206983450711874
-1628.3156631326265,61.2094947982185
-1627.5255051010201,61.212022480341986
-1626.7353470694138,61.21456664439699
-1625.9451890378075,61.21712743941952
-1625.1550310062012,61.21970501619185
-1624.3648729745948,61.222299527267914
-1623.5747149429885,61.224911126999054
-1622.7845569113822,61.22753997156031
-1621.9943988797759,61.23018621897713
-1621.2042408481695,61.23285002915251
-1620.4140828165632,61.23553156389468
-1619.623924784957,61.23823098694527
-1618.8337667533506,61.24094846400791
-1618.0436087217445,61.24368416277742
-1617.253450690138,61.24643825296947
-1616.4632926585318,61.2492109063508
-1615.6731346269253,61.25200229676994
-1614.8829765953192,61.25481260018855
-1614.0928185637126,61.25764199471326
-1613.3026605321065,61.260490660628115
-1612.5125025005,61.26335878042761
-1611.7223444688939,61.26624653885034
-1610.9321864372876,61.269154122913214
-1610.1420284056812,61.27208172194637
-1609.351870374075,61.275029527628675
-1608.5617123424686,61.277997734023884
-1607.7715543108623,61.28098653761751
-1606.981396279256,61.283996137354315
-1606.1912382476496,61.287026734676566
-1605.4010802160433,61.29007853356296
-1604.610922184437,61.29315174056827
-1603.8207641528306,61.29624656486379
-1603.0306061212243,61.2993632182785
-1602.240448089618,61.302501915340976
-1601.4502900580117,61.305662873322206
-1600.6601320264053,61.308846312279094
-1599.869973994799,61.31205245509888
-1599.0798159631927,61.31528152754437
-1598.2896579315864,61.318533758300056
-1597.49949989998,61.3218093790191
-1596.7093418683737,61.32510862437126
-1595.9191838367674,61.328431732091715
-1595.129025805161,61.33177894303086
-1594.3388677735547,61.335150501205064
-1593.5487097419484,61.338546653848404
-1592.758551710342,61.34196765146548
-1591.9683936787358,61.34541374788519
-1591.1782356471294,61.3488852003156
-1590.3880776155231,61.35238226939994
-1589.5979195839168,61.35590521927367
-1588.8077615523105,61.35945431762269
-1588.0176035207041,61.363029835742736
-1587.2274454890978,61.36663204859995
-1586.4372874574915,61.37026123489273
-1585.6471294258852,61.3739176771147
-1584.8569713942788,61.377601661619124
-1584.0668133626725,61.381313478684525
-1583.2766553310662,61.385053422581684
-1582.4864972994599,61.38882179164199
-1581.6963392678535,61.392618888327235
-1580.9061812362472,61.39644501930082
-1580.116023204641,61.40030049550047
-1579.3258651730346,61.404185632212396
-1578.5357071414282,61.40810074914713
-1577.745549109822,61.41204617051679
-1576.9553910782156,61.4160222251141
-1576.1652330466093,61.42002924639302
-1575.375075015003,61.42406757255111
-1574.5849169833966,61.42813754661359
-1573.7947589517903,61.43223951651929
-1573.004600920184,61.436373835208315
-1572.2144428885777,61.440540860711735
-1571.4242848569713,61.44474095624308
-1570.634126825365,61.44897449029192
-1569.8439687937587,61.453241836719364
-1569.0538107621524,61.457543374855796
-1568.263652730546,61.46187948960058
-1567.4734946989397,61.466250571524085
-1566.6833366673334,61.4706570169719
-1565.893178635727,61.47509922817133
-1565.1030206041207,61.47957761334037
-1564.3128625725144,61.48409258679894
-1563.5227045409083,61.48864456908276
-1562.7325465093018,61.49323398705969
-1561.9423884776957,61.49786127404874
-1561.152230446089,61.50252686994176
-1560.362072414483,61.50723122132787
-1559.5719143828765,61.51197478162076
-1558.7817563512704,61.51675801118888
-1557.9915983196638,61.521581377488666
-1557.2014402880577,61.52644535520075
-1556.4112822564514,61.531350426369436
-1555.621124224845,61.5362970805453
-1554.8309661932387,61.54128581493125
-1554.0408081616324,61.54631713453184
-1553.250650130026,61.55139155230627
-1552.4604920984198,61.5565095893249
-1551.6703340668134,61.561671774929444
-1550.8801760352071,61.56687864689708
-1550.0900180036008,61.5721307516084
-1549.2998599719945,61.5774286442194
-1548.5097019403881,61.58277288883764
-1547.7195439087818,61.58816405870263
-1546.9293858771755,61.59360273637064
-1546.1392278455692,61.59908951390394
-1545.3490698139628,61.60462499306477
-1544.5589117823565,61.610209785513966
-1543.7687537507502,61.61584451301459
-1542.9785957191439,61.62152980764055
-1542.1884376875375,61.62726631199039
-1541.3982796559312,61.633054679406484
-1540.608121624325,61.63889557419968
-1539.8179635927186,61.64478967187961
-1539.0278055611122,61.650737659390835
-1538.237647529506,61.656740235354995
-1537.4474894978996,61.66279811031912
-1536.6573314662933,61.668912007010306
-1535.867173434687,61.67508266059694
-1535.0770154030806,61.68131081895669
-1534.2868573714743,61.68759724295142
-1533.496699339868,61.69394270670931
-1532.7065413082616,61.700347997914314
-1531.9163832766553,61.70681391810325
-1531.126225245049,61.71334128297074
-1530.3360672134427,61.7199309226822
-1529.5459091818364,61.726583682195226
-1528.75575115023,61.73330042158951
-1527.9655931186237,61.74008201640565
-1527.1754350870174,61.74692935799312
-1526.385277055411,61.75384335386763
-1525.5951190238047,61.76082492807825
-1524.8049609921984,61.76787502158457
-1524.014802960592,61.77499459264419
-1523.2246449289858,61.78218461721096
-1522.4344868973794,61.78944608934417
-1521.644328865773,61.79678002162925
-1520.8541708341668,61.80418744561015
-1520.0640128025605,61.81166941223388
-1519.2738547709541,61.81922699230767
-1518.4836967393478,61.82686127696899
-1517.6935387077415,61.83457337816905
-1516.9033806761352,61.842364429170104
-1516.1132226445288,61.85023558505705
-1515.3230646129225,61.85818802326384
-1514.5329065813162,61.86622294411515
-1513.7427485497099,61.87434157138385
-1512.9525905181035,61.88254515286483
-1512.1624324864972,61.8908349609657
-1511.3722744548909,61.89921229331499
-1510.5821164232848,61.907678473388415
-1509.7919583916782,61.91623485115385
-1509.0018003600721,61.92488280373569
-1508.2116423284656,61.93362373609921
-1507.4214842968595,61.942459081755665
-1506.631326265253,61.95139030348894
-1505.8411682336468,61.960418894104365
-1505.0510102020403,61.969546377200565
-1504.2608521704342,61.9787743079652
-1503.4706941388279,61.98810427399544
-1502.6805361072215,61.997537896143996
-1501.8903780756152,62.00707682939171
-1501.100220044009,62.016722763747715
-1500.3100620124026,62.02647742517806
-1499.5199039807962,62.0363425765639
-1498.72974594919,62.04632001869042
-1497.9395879175836,62.05641159126757
-1497.1494298859773,62.06661917398371
-1496.359271854371,62.07694468759363
-1495.5691138227646,62.087390095042046
-1494.7789557911583,62.097957402624
-1493.988797759552,62.10864866118356
-1493.1986397279456,62.119465967352305
-1492.4084816963393,62.1304114648291
-1491.618323664733,62.14148734570281
-1490.8281656331267,62.1526958518195
-1490.0380076015203,62.16403927619609
-1489.247849569914,62.17551996448205
-1488.4576915383077,62.18714031647112
-1487.6675335067014,62.198902787665205
-1486.877375475095,62.21080989089219
-1486.0872174434887,62.22286419798017
-1485.2970594118824,62.23506834149018
-1484.506901380276,62.247425016509794
-1483.7167433486698,62.25993698251026
-1482.9265853170634,62.27260706526947
-1482.136427285457,62.2854381588637
-1481.3462692538508,62.29843322773095
-1480.5561112222445,62.31159530880875
-1479.7659531906381,62.32492751374956
-1478.9757951590318,62.33843303121712
-1478.1856371274255,62.35211512926712
-1477.3954790958192,62.36597715781561
-1476.6053210642128,62.380022551199175
-1475.8151630326065,62.39425483083056
-1475.0250050010002,62.40867760795397
-1474.2348469693939,62.42329458650426
-1473.4446889377875,62.438109566074715
-1472.6545309061812,62.4531264449979
-1471.8643728745749,62.46834922354478
-1471.0742148429686,62.48378200724719
-1470.2840568113622,62.49942901034916
-1469.493898779756,62.51529455939279
-1468.7037407481496,62.53138309694485
-1467.9135827165433,62.54769918547019
-1467.123424684937,62.56424751135881
-1466.3332666533306,62.58103288911345
-1465.5431086217243,62.59806026570512
-1464.752950590118,62.61533472510408
-1463.9627925585116,62.632861492994614
-1463.1726345269053,62.6506459416819
-1462.382476495299,62.668693595200004
-1461.5923184636927,62.68701013463034
-1460.8021604320863,62.70560140364055
-1460.01200240048,62.72447341425408
-1459.221844368874,62.74363235286148
-1458.4316863372674,62.76308458648493
-1457.6415283056613,62.7828366693079
-1456.8513702740547,62.802895349482995
-1456.0612122424486,62.823267576231004
-1455.271054210842,62.84396050724563
-1454.480896179236,62.864981516418325
-1453.6907381476294,62.8863382018993
-1452.9005801160233,62.90803839451069
-1452.1104220844168,62.93009016652965
-1451.3202640528107,62.95250184085914
-1450.5301060212041,62.975282000606065
-1449.739947989598,62.99843949908652
-1448.9497899579915,63.02198347027988
-1448.1596319263854,63.04592333975367
-1447.3694738947788,63.07026883608333
-1446.5793158631727,63.09503000279117
-1445.7891578315664,63.12021721083121
-1444.99899979996,63.145841171646985
-1444.2088417683538,63.17191295083165
-1443.4186837367474,63.19844398242062
-1442.628525705141,63.22544608384908
-1441.8383676735348,63.252931471607916
-1441.0482096419285,63.280912777633766
-1440.2580516103221,63.309403066470324
-1439.4678935787158,63.338415853240335
-1438.6777355471095,63.36796512246935
-1437.8875775155032,63.39806534780453
-1437.0974194838968,63.42873151267396
-1436.3072614522905,63.45997913193405
-1435.5171034206842,63.491824274554865
-1434.7269453890779,63.52428358739574
-1433.9367873574715,63.55737432012573
-1433.1466293258652,63.59111435134597
-1432.3564712942589,63.62552221597366
-1431.5663132626526,63.66061713394962
-1430.7761552310462,63.696419040334156
-1429.98599719944,63.732948616858295
-1429.1958391678336,63.770227325000015
-1428.4056811362273,63.808277440657385
-1427.615523104621,63.8471220904929
-1426.8253650730146,63.88678529002537
-1426.0352070414083,63.92729198354744
-1425.245049009802,63.96866808594885
-1424.4548909781956,64.0109405265262
-1423.6647329465893,64.05413729486136
-1422.874574914983,64.09828748885045
-1422.0844168833767,64.14342136496519
-1421.2942588517703,64.18957039082694
-1420.504100820164,64.23676730017148
-1419.7139427885577,64.28504615027951
-1418.9237847569514,64.33444238194221
-1418.133626725345,64.38499288202541
-1417.3434686937387,64.43673604868711
-1416.5533106621324,64.48971185929179
-1415.763152630526,64.54396194105219
-1414.9729945989197,64.59952964441176
-1414.1828365673134,64.6564601191609
-1413.392678535707,64.71480039325519
-1412.6025205041008,64.77459945427422
-1411.8123624724944,64.83590833342427
-1411.0222044408881,64.898780191946
-1410.2320464092818,64.96327040973934
-1409.4418883776755,65.02943667595915
-1408.6517303460691,65.09733908126842
-1407.8615723144628,65.16704021135672
-1407.0714142828565,65.23860524124066
-1406.2812562512502,65.31210202975849
-1405.4910982196438,65.38760121355081
-1404.7009401880377,65.46517629968086
-1403.9107821564312,65.54490375589256
-1403.120624124825,65.62686309732513
-1402.3304660932185,65.7111369683042
-1401.5403080616124,65.79781121760213
-1400.750150030006,65.88697496530992
-1399.9599919983998,65.9787206591806
-1399.1698339667932,66.07314411799659
-1398.3796759351872,66.170344559169
-1397.5895179035806,66.27042460740844
-1396.7993598719745,66.37349028090006
-1396.009201840368,66.47965095098535
-1395.2190438087619,66.58901927088948
-1394.4288857771553,66.70171106855051
-1393.6387277455492,66.81784519809992
-1392.8485697139427,66.9375433440326
-1392.0584116823366,67.06092977158286
-1391.2682536507302,67.18813101632185
-1390.478095619124,67.31927550550665
-1389.6879375875176,67.45449310328003
-1388.8977795559113,67.59391457144811
-1388.107621524305,67.73767093728921
-1387.3174634926986,67.88589275969285
-1386.5273054610923,68.03870928493104
-1385.737147429486,68.19624748355912
-1384.9469893978796,68.35863096037168
-1384.1568313662733,68.52597873004244
-1383.366673334667,68.69840385209727
-1382.5765153030607,68.87601192025343
-1381.7863572714543,69.05889940294185
-1380.996199239848,69.24715183405615
-1380.2060412082417,69.44084185566729
-1379.4158831766354,69.64002711763355
-1378.625725145029,69.84474804272807
-1377.8355671134227,70.05502547009665
-1377.0454090818164,70.27085819452464
-1376.25525105021,70.49222042408567
-1375.4650930186037,70.71905918420057
-1374.6749349869974,70.95129170185399
-1373.884776955391,71.18880280957768
-1373.0946189237848,71.43144241465987
-1372.3044608921784,71.67902308469974
-1371.5143028605721,71.93131780589127
-1370.7241448289658,72.18805797506319
-1369.9339867973595,72.44893169027755
-1369.1438287657531,72.71358240744871
-1368.3536707341468,72.98160803173161
-1367.5635127025405,73.25256051210249
-1366.7733546709342,73.52594600539743
-1365.9831966393278,73.80122567189596
-1365.1930386077215,74.07781715820403
-1364.4028805761152,74.35509681462241
-1363.6127225445089,74.63240268337847
-1362.8225645129025,74.90903828112593
-1362.0324064812962,75.18427718414219
-1361.24224844969,75.45736840793217
-1360.4520904180836,75.72754255482984
-1359.6619323864772,75.99401868410833
-1358.871774354871,76.25601183958243
-1358.0816163232646,76.51274115029175
-1357.2914582916583,76.76343840121419
-1356.501300260052,77.00735695372862
-1355.7111422284456,77.24378088036993
-1354.9209841968393,77.47203416592174
-1354.130826165233,77.6914898176341
-1353.3406681336267,77.90157872181743
-1352.5505101020203,78.10179808261988
-1351.7603520704142,78.2917192816858
-1350.9701940388077,78.47099500470769
-1350.1800360072016,78.63936549256044
-1349.389877975595,78.79666379052028
-1348.599719943989,78.94281988862733
-1347.8095619123824,79.07786366903191
-1347.0194038807763,79.20192660149638
-1346.2292458491697,79.31524215535516
-1345.4390878175636,79.41814492431492
-1344.648929785957,79.51106848863922
-1343.858771754351,79.5945420666135
-1343.0686137227444,79.66918603288534
-1342.2784556911383,79.73570640452704
-1341.4882976595318,79.79488841579357
-1340.6981396279257,79.84758931897487
-1339.9079815963191,79.89473056104876
-1339.117823564713,79.93728949375944
-1338.3276655331067,79.97629077817194
-1337.5375075015004,80.01279764373616
-1336.747349469894,80.04790315663664
-1335.9571914382877,80.08272164304847
-1335.1670334066814,80.11838040030926
-1334.376875375075,80.15601181350394
-1333.5867173434688,80.19674597713791
-1332.7965593118624,80.24170390209507
-1332.0064012802561,80.29199136758004
-1331.2162432486498,80.34869345686961
-1330.4260852170435,80.41286979503255
-1329.6359271854371,80.48555048685884
-1328.8457691538308,80.56773273452893
-1328.0556111222245,80.6603780974378
-1327.2654530906182,80.76441034135837
-1326.4752950590118,80.88071381099948
-1325.6851370274055,81.01013224911304
-1324.8949789957992,81.15346797669191
-1324.1048209641929,81.3114813424616
-1323.3146629325865,81.48489034575537
-1322.5245049009802,81.6743703348674
-1321.734346869374,81.88055368299126
-1320.9441888377676,82.10402934572878
-1320.1540308061612,82.34534220777512
-1319.363872774555,82.60499213161637
-1318.5737147429486,82.88343262782028
-1317.7835567113423,83.18106907466803
-1316.993398679736,83.49825642441323
-1316.2032406481296,83.8352963443224
-1315.4130826165233,84.19243375283997
-1314.622924584917,84.5698527247234
-1313.8327665533106,84.96767175381859
-1313.0426085217043,85.38593837828552
-1312.252450490098,85.82462319052063
-1311.4622924584917,86.2836132726981
-1310.6721344268853,86.7627051186707
-1309.881976395279,87.2615971237655
-1309.0918183636727,87.77988174555253
-1308.3016603320664,88.3170374606315
-1307.51150230046,88.87242066446933
-1306.7213442688537,89.44525768282215
-1305.9311862372474,90.03463708369222
-1305.141028205641,90.63950249742065
-1304.3508701740348,91.25864616863232
-1303.5607121424284,91.89070347652472
-1302.770554110822,92.53414866856681
-1301.9803960792158,93.18729205621104
-1301.1902380476095,93.84827891890498
-1300.4000800160031,94.5150903537924
-1299.6099219843968,95.18554629240737
-1298.8197639527905,95.85731088195425
-1298.0296059211842,96.52790039720355
-1297.239447889578,97.19469380964614
-1296.4492898579715,97.85494609365318
-1295.6591318263654,98.50580429559662
-1294.8689737947589,99.14432633216865
-1294.0788157631528,99.76750241970926
-1293.2886577315462,100.37227896885231
-1292.49849969994,100.95558470997642
-1291.7083416683336,101.51435874694616
-1290.9181836367275,102.04558017156278
-1290.128025605121,102.54629881138575
-1289.3378675735148,103.0136666313086
-1288.5477095419083,103.44496926671523
-1287.7575515103022,103.83765713506602
-1286.9673934786956,104.1893755550795
-1286.1772354470895,104.49799329945954
-1285.387077415483,104.76162901921381
-1284.5969193838769,104.97867500521382
-1283.8067613522705,105.14781779551492
-1283.0166033206642,105.26805519417556
-1282.226445289058,105.338709337512
-1281.4362872574516,105.35943552495468
-1280.6461292258452,105.33022662158811
-1279.855971194239,105.25141293534983
-1279.0658131626326,105.12365757078177
-1278.2756551310263,104.94794736009987
-1277.48549709942,104.72557956810377
-1276.6953390678136,104.4581446571433
-1275.9051810362073,104.14750547929643
-1275.115023004601,103.79577333275358
-1274.3248649729946,103.40528137623869
-1273.5347069413883,102.97855593774014
-1272.744548909782,102.51828628102623
-1271.9543908781757,102.02729340510496
-1271.1642328465693,101.50849844823324
-1270.374074814963,100.96489125008205
-1269.5839167833567,100.39949959448634
-1268.7937587517504,99.81535961249722
-1268.003600720144,99.21548777316798
-1267.2134426885377,98.60285482979751
-1266.4232846569314,97.98036202449867
-1265.633126625325,97.3508197862275
-1264.8429685937188,96.71692908901112
-1264.0528105621124,96.08126557008926
-1263.262652530506,95.44626644386433
-1262.4724944988998,94.81422018848997
-1261.6823364672935,94.1872589288697
-1260.8921784356871,93.56735339371114
-1260.1020204040808,92.956310285692
-1259.3118623724745,92.35577187303244
-1258.5217043408682,91.76721758784372
-1257.7315463092618,91.19196740127883
-1256.9413882776555,90.63118673729011
-1256.1512302460492,90.08589268506172
-1255.3610722144429,89.55696127417318
-1254.5709141828365,89.04513558542205
-1253.7807561512302,88.55103448310469
-1252.9905981196239,88.07516177054237
-1252.2004400880176,87.6179155888861
-1251.4102820564112,87.17959789894073
-1250.620124024805,86.76042390618505
-1249.8299659931986,86.36053130970086
-1249.0398079615923,85.9799892758066
-1248.249649929986,85.61880705639354
-1247.4594918983796,85.2769421899267
-1246.6693338667733,84.95430823955698
-1245.879175835167,84.650782037628
-1245.0890178035606,84.36621041895746
-1244.2988597719545,84.10041643661256
-1243.508701740348,83.85320506350081
-1242.718543708742,83.62436839104868
-1241.9283856771353,83.41369034262834
-1241.1382276455292,83.22095092436976
-1240.3480696139227,83.04593003967568
-1239.5579115823166,82.88841089632311
-1238.76775355071,82.7481830366034
-1237.977595519104,82.62504502170728
-1237.1874374874974,82.51880680160303
-1236.3972794558913,82.42929180115074
-1235.6071214242847,82.35633875222786
-1234.8169633926786,82.29980330034104
-1234.026805361072,82.25955941263456
-1233.236647329466,82.23550061247384
-1232.4464892978594,82.22754106392576
-1231.6563312662533,82.23561652754822
-1230.8661732346468,82.25968520696799
-1230.0760152030407,82.29972850379797
-1229.2858571714341,82.35575169655536
-1228.495699139828,82.42778455739612
-1227.7055411082215,82.51588191868782
-1226.9153830766154,82.62012419970532
-1226.1252250450088,82.74061790205153
-1225.3350670134027,82.87749608076675
-1224.5449089817962,83.03091879648713
-1223.75475095019,83.2010735524312
-1222.9645929185838,83.38817571841994
-1222.1744348869775,83.59246894255128
-1221.3842768553711,83.81422554953127
-1220.5941188237648,84.05374692300273
-1219.8039607921585,84.31136386746985
-1219.0138027605522,84.58743694358841
-1218.2236447289458,84.88235676864716
-1217.4334866973395,85.19654427197753
-1216.6433286657332,85.53045089279205
-1215.8531706341269,85.88455870552893
-1215.0630126025205,86.25938045516938
-1214.2728545709142,86.65545948216231
-1213.4826965393079,87.07336951355038
-1212.6925385077016,87.51371429361012
-1211.9023804760952,87.97712702382377
-1211.112222444489,88.46426957827542
-1210.3220644128826,88.97583145665185
-1209.5319063812763,89.5125284329447
-1208.74174834967,90.07510085375327
-1207.9515903180636,90.6643115358279
-1207.1614322864573,91.28094320827836
-1206.371274254851,91.92579544078481
-1205.5811162232446,92.59968099533813
-1204.7909581916383,93.30342153566221
-1204.000800160032,94.03784262571212
-1203.2106421284257,94.80376794674021
-1202.4204840968193,95.60201266160223
-1201.630326065213,96.43337585554767
-1200.8401680336067,97.29863198498754
-1200.0500100020004,98.19852126999932
-1199.259851970394,99.13373897296462
-1198.4696939387877,100.10492351507247
-1197.6795359071814,101.11264339483213
-1196.889377875575,102.15738288852025
-1196.099219843969,103.2395265319483
-1195.3090618123624,104.3593424062862
-1194.5189037807563,105.51696427805943
-1193.7287457491498,106.71237267491915
-1192.9385877175437,107.94537501419114
-1192.1484296859371,109.21558494040988
-1191.358271654331,110.52240107044312
-1190.5681136227245,111.86498538994243
-1189.7779555911184,113.2422415916742
-1188.9877975595118,114.65279369389111
-1188.1976395279057,116.0949653237835
-1187.4074814962992,117.56676009586343
-1186.617323464693,119.06584355594919
-1185.8271654330865,120.58952719653249
-1185.0370074014804,122.13475507652194
-1184.2468493698739,123.69809359581353
-1183.4566913382678,125.27572498060351
-1182.6665333066612,126.86344502715033
-1181.8763752750551,128.45666562789714
-1181.0862172434486,130.05042256334787
-1180.2960592118425,131.63938898468248
-1179.505901180236,133.21789493561315
-1178.7157431486298,134.779953167394
-1177.9255851170233,136.31929138931253
-1177.1354270854172,137.82939096980076
-1176.3452690538106,139.3035319630963
-1175.5551110222045,140.73484418604144
-1174.764952990598,142.116363913142
-1173.9747949589919,143.44109559958358
-1173.1846369273853,144.70207788659803
-1172.3944788957792,145.89245299634425
-1171.6043208641727,147.00553848981122
-1170.8141628325666,148.03490024616434
-1170.0240048009603,148.9744254305129
-1169.233846769354,149.81839415343384
-1168.4436887377476,150.56154849347953
-1167.6535307061413,151.19915755582682
-1166.863372674535,151.72707727776938
-1166.0732146429286,152.1418037651575
-1165.2830566113223,152.44051905213124
-1164.492898579716,152.62112831723962
-1163.7027405481097,152.68228775871856
-1162.9125825165033,152.62342252558497
-1162.122424484897,152.4447343136184
-1161.3322664532907,152.14719845980923
-1160.5421084216844,151.73255059852764
-1159.751950390078,151.2032631703772
-1158.9617923584717,150.5625122933813
-1158.1716343268654,149.81413570912736
-1157.381476295259,148.96258269770644
-1156.5913182636527,148.012857009563
-1155.8011602320464,146.97045398560087
-1155.01100220044,145.84129312617145
-1154.2208441688338,144.6316474232844
-1153.4306861372274,143.34807078822624
-1152.6405281056211,141.99732488970508
-1151.8503700740148,140.58630666780095
-1151.0602120424085,139.12197770956064
-1150.2700540108021,137.61129656705455
-1149.4798959791958,136.06115497277048
-1148.6897379475895,134.47831876545024
-1147.8995799159832,132.8693741871377
-1147.1094218843768,131.24068005457167
-1146.3192638527705,129.5983261501218
-1145.5291058211642,127.94809802386521
-1144.7389477895579,126.29544825320082
-1143.9487897579515,124.64547407301131
-1143.1586317263452,123.00290117052907
-1142.368473694739,121.37207333667195
-1141.5783156631328,119.7569475809141
-1140.7881576315262,118.1610942502315
-1139.9979995999201,116.58770164418333
-1139.2078415683136,115.03958458699077
-1138.4176835367075,113.51919640247795
-1137.627525505101,112.02864373722471
-1136.8373674734949,110.56970368963324
-1136.0472094418883,109.14384272562978
-1135.2570514102822,107.75223689358018
-1134.4668933786756,106.39579288943277
-1133.6767353470696,105.0751695663851
-1132.886577315463,103.79079952946685
-1132.096419283857,102.54291050292866
-1131.3062612522504,101.3315462055918
-1130.5161032206443,100.15658651536265
-1129.7259451890377,99.01776674778267
-1128.9357871574316,97.9146959142258
