time,Voltage,First,Diode,data
1748599447.3656,-25.00004491209984,12805.451026603374,12816.461477527548,"[[2258, -1, -1], [2259, -1, -1], [2260, -1, -1], [2261, -1, -1], [2262, -1, -1], [2263, -1, -1]]"
1748599447.4226,-24.000044748187065,12805.451026603374,12816.461470685208,"[[2264, -1, -1], [2265, -1, -1], [2266, 1, 16439], [2266, 1, 16474], [2266, 1, 16670], [2266, 1, 16865], [2266, -1, -1], [2267, -1, -1], [2268, 1, 15391], [2268, 1, 15579], [2268, -1, -1]]"
1748599447.4789,-23.000044584274292,12805.45103054364,12816.461470685208,"[[2269, -1, -1], [2270, -1, -1], [2271, -1, -1], [2272, -1, -1], [2273, -1, -1], [2274, -1, -1]]"
1748599447.5357,-22.00004442036152,12805.45103054364,12816.461470765747,"[[2275, 1, 14351], [2275, 1, 14549], [2275, -1, -1], [2276, -1, -1], [2277, -1, -1], [2278, 1, 18666], [2278, 1, 18702], [2278, 1, 18895], [2278, -1, -1], [2279, -1, -1], [2280, -1, -1]]"
1748599447.5926,-21.000044256448746,12805.45102666769,12816.461470765747,"[[2281, -1, -1], [2282, -1, -1], [2283, 1, 15691], [2283, 1, 15721], [2283, 1, 15895], [2283, 1, 15921], [2283, 1, 16020], [2283, -1, -1], [2284, -1, -1], [2285, 1, 14358], [2285, 1, 14385], [2285, 1, 14589], [2285, -1, -1]]"
1748599447.6496,-20.000044092535973,12805.45102666769,12816.461470765747,"[[2286, -1, -1], [2287, -1, -1], [2288, 1, 12933], [2288, 1, 13136], [2288, -1, -1], [2289, -1, -1], [2290, 1, 13217], [2290, 1, 13258], [2290, 1, 13452], [2290, 1, 13630], [2290, 1, 13681], [2290, 1, 16914], [2290, 1, 17121], [2290, -1, -1], [2291, -1, -1]]"
1748599447.7056,-19.0000439286232,12805.451032201154,12816.461474375265,"[[2292, -1, -1], [2293, -1, -1], [2294, 1, 17534], [2294, 1, 17568], [2294, 1, 17763], [2294, -1, -1], [2295, 1, 16199], [2295, 1, 16385], [2295, -1, -1], [2296, -1, -1], [2297, -1, -1]]"
1748599447.7626,-18.000043764710426,12805.451032201154,12816.461474375265,"[[2298, -1, -1], [2299, 1, 13382], [2299, 1, 13570], [2299, 1, 13891], [2299, 1, 14075], [2299, 1, 17403], [2299, 1, 17591], [2299, -1, -1], [2300, 1, 15175], [2300, 1, 15209], [2300, 1, 15404], [2300, 1, 15509], [2300, 1, 15539], [2300, 1, 15629], [2300, 1, 15738], [2300, 1, 15875], [2300, -1, -1], [2301, -1, -1], [2302, 1, 15580], [2302, 1, 15628], [2302, 1, 15809], [2302, 1, 16373], [2302, -1, -1]]"
1748599447.8186,-17.000043600797653,12805.451032201154,12816.46148117896,"[[2303, 1, 14879], [2303, 1, 14914], [2303, 1, 15108], [2303, 1, 15342], [2303, -1, -1], [2304, 1, 16517], [2304, 1, 16720], [2304, 1, 16763], [2304, -1, -1], [2305, 1, 16146], [2305, 1, 16176], [2305, 1, 16376], [2305, 1, 16608], [2305, -1, -1], [2306, -1, -1], [2307, -1, -1], [2308, -1, -1]]"
1748599447.875,-16.00004343688488,12805.451033925034,12816.46148117896,"[[2309, -1, -1], [2310, 1, 17425], [2310, 1, 17624], [2310, -1, -1], [2311, 1, 18170], [2311, 1, 18357], [2311, -1, -1], [2312, 1, 16960], [2312, 1, 17004], [2312, 1, 17191], [2312, 1, 17540], [2312, -1, -1], [2313, -1, -1]]"
1748599447.9326,-15.000043272972107,12805.451033925034,12816.461474529327,"[[2315, 1, 16215], [2315, 1, 16419], [2315, -1, -1], [2316, 1, 18184], [2316, 1, 18218], [2316, 1, 18387], [2316, 1, 18413], [2316, -1, -1], [2317, 1, 13320], [2317, 1, 13357], [2317, 1, 13549], [2317, -1, -1], [2318, -1, -1], [2319, -1, -1]]"
1748599447.9886,-14.000043109059334,12805.451023873864,12816.461474529327,"[[2320, -1, -1], [2321, 1, 12325], [2321, 1, 12366], [2321, 1, 12560], [2321, 1, 12618], [2321, 1, 12702], [2321, 1, 12738], [2321, 1, 12833], [2321, -1, -1], [2322, -1, -1], [2323, 1, 15792], [2323, 1, 15991], [2323, -1, -1], [2324, -1, -1], [2325, 1, 15586], [2325, 1, 15794], [2325, 1, 16477], [2325, -1, -1]]"
1748599448.0451,-13.00004294514656,12805.451023873864,12816.461474529327,"[[2326, -1, -1], [2327, 1, 15440], [2327, 1, 15482], [2327, 1, 15675], [2327, 1, 15892], [2327, 1, 16628], [2327, 1, 16653], [2327, 1, 16857], [2327, 1, 17014], [2327, -1, -1], [2328, -1, -1], [2329, 1, 13567], [2329, 1, 13751], [2329, -1, -1], [2330, 1, 14907], [2330, -1, -1]]"
1748599448.1026,-12.000042781233788,12805.451025738499,12816.461475100237,"[[2332, -1, -1], [2333, 1, 15368], [2333, 1, 15567], [2333, 1, 16945], [2333, 1, 17148], [2333, -1, -1], [2334, -1, -1], [2335, -1, -1], [2336, 1, 14329], [2336, 1, 14515], [2336, 1, 14761], [2336, 1, 14797], [2336, 1, 14991], [2336, 1, 15121], [2336, 1, 15309], [2336, -1, -1]]"
1748599448.1586,-11.000042617321014,12805.451025738499,12816.461475100237,"[[2337, -1, -1], [2338, -1, -1], [2339, 1, 11892], [2339, 1, 12095], [2339, -1, -1], [2340, -1, -1], [2341, -1, -1], [2342, -1, -1]]"
1748599448.2146,-10.000042453408241,12805.451025738499,12816.461482407132,"[[2343, 1, 15694], [2343, 1, 15885], [2343, 1, 19229], [2343, 1, 19271], [2343, 1, 19430], [2343, 1, 19460], [2343, 1, 19643], [2343, 1, 19736], [2343, 1, 20102], [2343, -1, -1], [2344, 1, 13965], [2344, 1, 14169], [2344, -1, -1], [2345, 1, 15294], [2345, 1, 15464], [2345, -1, -1], [2346, -1, -1], [2347, -1, -1], [2348, -1, -1]]"
1748599448.2716,-9.000042289495468,12805.451037613664,12816.461482407132,"[[2349, -1, -1], [2350, 1, 15794], [2350, 1, 15829], [2350, 1, 16023], [2350, -1, -1], [2351, 1, 13679], [2351, 1, 13869], [2351, 1, 14088], [2351, 1, 14122], [2351, 1, 14317], [2351, -1, -1], [2352, -1, -1], [2353, 1, 13133], [2353, 1, 13167], [2353, 1, 13361], [2353, -1, -1]]"
1748599448.3273,-8.000042125582695,12805.451037613664,12816.46147826931,"[[2354, 1, 15826], [2354, 1, 16009], [2354, -1, -1], [2355, 1, 14999], [2355, 1, 15042], [2355, 1, 15229], [2355, 1, 16188], [2355, 1, 16214], [2355, 1, 16417], [2355, -1, -1], [2356, 1, 14194], [2356, 1, 14393], [2356, -1, -1], [2357, -1, -1], [2358, 1, 15409], [2358, 1, 15612], [2358, 1, 17273], [2358, 1, 17458], [2358, -1, -1], [2359, -1, -1]]"
1748599448.3836,-7.000041961669922,12805.45101552198,12816.46147826931,"[[2360, 1, 15625], [2360, 1, 15658], [2360, 1, 15854], [2360, -1, -1], [2361, 1, 13520], [2361, 1, 13563], [2361, 1, 13750], [2361, 1, 18291], [2361, 1, 18494], [2361, -1, -1], [2362, -1, -1], [2363, -1, -1], [2364, 1, 16493], [2364, 1, 16531], [2364, 1, 16723], [2364, -1, -1]]"
1748599448.4407,-6.000041797757149,12805.45101552198,12816.46147826931,"[[2365, -1, -1], [2366, 1, 14792], [2366, 1, 14825], [2366, 1, 15020], [2366, 1, 15223], [2366, 1, 15543], [2366, -1, -1], [2367, 1, 16279], [2367, 1, 16482], [2367, -1, -1], [2368, 1, 14529], [2368, 1, 14739], [2368, 1, 14822], [2368, -1, -1], [2369, 1, 14556], [2369, 1, 14585], [2369, 1, 14784], [2369, 1, 15015], [2369, 1, 17083], [2369, 1, 17131], [2369, 1, 17319], [2369, -1, -1], [2370, -1, -1]]"
1748599448.4976,-5.000041633844376,12805.451014970811,12816.461475586411,"[[2371, 1, 14198], [2371, 1, 14245], [2371, 1, 14430], [2371, 1, 14553], [2371, 1, 15129], [2371, 1, 15233], [2371, -1, -1], [2372, -1, -1], [2373, -1, -1], [2374, 1, 16660], [2374, 1, 16859], [2374, 1, 16900], [2374, -1, -1], [2375, -1, -1], [2376, -1, -1]]"
1748599448.5536,-4.000041702762246,12805.451014970811,12816.461475586411,"[[2377, -1, -1], [2378, -1, -1], [2379, 1, 14938], [2379, 1, 15146], [2379, 1, 16190], [2379, 1, 16390], [2379, 1, 17075], [2379, 1, 17117], [2379, 1, 17309], [2379, -1, -1], [2380, -1, -1], [2381, -1, -1]]"
1748599448.6096,-3.0000417716801167,12805.451014970811,12816.461473881807,"[[2382, -1, -1], [2383, 1, 16784], [2383, 1, 16987], [2383, -1, -1], [2384, -1, -1], [2385, 1, 13825], [2385, 1, 13860], [2385, 1, 14054], [2385, -1, -1], [2386, -1, -1], [2387, -1, -1]]"
1748599448.6656,-2.0000417241826653,12805.45101312937,12816.461473881807,"[[2388, 1, 16574], [2388, 1, 16607], [2388, 1, 16803], [2388, 1, 17077], [2388, 1, 17268], [2388, 1, 17936], [2388, 1, 18121], [2388, -1, -1], [2389, -1, -1], [2390, -1, -1], [2391, 1, 15443], [2391, 1, 15628], [2391, -1, -1], [2392, -1, -1], [2393, -1, -1]]"
1748599448.7227,-1.0000417241814432,12805.45101312937,12816.461479503745,"[[2394, 1, 16471], [2394, 1, 16510], [2394, 1, 16700], [2394, -1, -1], [2395, -1, -1], [2396, -1, -1], [2397, 1, 16887], [2397, 1, 17086], [2397, -1, -1], [2398, -1, -1]]"
1748599448.7796,-4.1745603084585026e-05,12805.451002642063,12816.461479503745,"[[2399, 1, 15726], [2399, 1, 15904], [2399, 1, 16089], [2399, -1, -1], [2400, -1, -1], [2401, 1, 14454], [2401, 1, 14640], [2401, -1, -1], [2402, -1, -1], [2403, -1, -1], [2404, -1, -1]]"
1748599448.8356,0.9999581854790449,12805.451002642063,12816.461476161481,"[[2405, -1, -1], [2406, -1, -1], [2407, -1, -1], [2408, 1, 12912], [2408, 1, 13111], [2408, 1, 13561], [2408, 1, 13752], [2408, 1, 16478], [2408, -1, -1], [2409, -1, -1], [2410, -1, -1]]"
1748599448.8924,1.9999581165611744,12805.450985274754,12816.461476161481,"[[2411, -1, -1], [2412, -1, -1], [2413, -1, -1], [2414, 1, 14492], [2414, 1, 14530], [2414, 1, 14722], [2414, -1, -1], [2415, -1, -1]]"
1748599448.9486,2.9999582804739475,12805.450985274754,12816.461476161481,"[[2416, -1, -1], [2417, -1, -1], [2418, -1, -1], [2419, -1, -1], [2420, 1, 233042], [2420, -1, -1], [2421, -1, -1]]"
1748599449.0046,3.9999584443867207,12805.451012345891,12816.461480880645,"[[2422, -1, -1], [2423, 1, 185162], [2423, -1, -1], [2424, -1, -1], [2425, -1, -1], [2426, -1, -1], [2427, -1, -1]]"
1748599449.0616,4.999958608299494,12805.451012345891,12816.461480880645,"[[2428, -1, -1], [2429, -1, -1], [2430, 1, 95016], [2430, -1, -1], [2431, -1, -1], [2432, 1, 14820], [2432, 1, 15009], [2432, -1, -1]]"
1748599449.1186,5.999958772212267,12805.451012345891,12816.461479434503,"[[2433, 1, 43906], [2433, -1, -1], [2434, 1, 17756], [2434, 1, 17940], [2434, -1, -1], [2435, -1, -1], [2436, -1, -1], [2437, -1, -1], [2438, -1, -1]]"
1748599449.1746,6.999958470463753,12805.451007219359,12816.461479434503,"[[2439, -1, -1], [2440, -1, -1], [2441, 1, 15270], [2441, 1, 15305], [2441, 1, 15474], [2441, 1, 15501], [2441, 1, 15658], [2441, -1, -1], [2442, -1, -1], [2443, -1, -1], [2444, -1, -1]]"
1748599449.2316,7.999958634376525,12805.451007219359,12816.461473643203,"[[2445, -1, -1], [2446, -1, -1], [2447, -1, -1], [2448, -1, -1], [2449, -1, -1]]"
1748599449.2876,8.999958798289299,12805.451009718212,12816.461473643203,"[[2450, -1, -1], [2451, -1, -1], [2452, -1, -1], [2453, -1, -1], [2454, -1, -1], [2455, 1, 14728], [2455, 1, 14902], [2455, 1, 14927], [2455, -1, -1]]"
1748599449.344,9.999958962202072,12805.451009718212,12816.461473643203,"[[2456, -1, -1], [2457, -1, -1], [2458, -1, -1], [2459, -1, -1], [2460, -1, -1]]"
1748599449.4006,10.999959126114845,12805.45100230137,12816.46147506063,"[[2462, -1, -1], [2463, -1, -1], [2464, -1, -1], [2465, -1, -1], [2466, -1, -1]]"
1748599449.4576,11.999959290027618,12805.45100230137,12816.46147506063,"[[2467, -1, -1], [2468, -1, -1], [2469, -1, -1], [2470, -1, -1], [2471, -1, -1], [2472, 1, 15706], [2472, 1, 15750], [2472, 1, 15936], [2472, -1, -1]]"
1748599449.514,12.999959453940392,12805.45100230137,12816.461475192998,"[[2473, -1, -1], [2474, -1, -1], [2475, -1, -1], [2476, -1, -1], [2477, -1, -1]]"
1748599449.5716,13.999959617853165,12805.4510069956,12816.461475192998,"[[2479, -1, -1], [2480, -1, -1], [2481, -1, -1], [2482, -1, -1], [2483, -1, -1]]"
1748599449.6276,14.999959781765938,12805.4510069956,12816.461481047165,"[[2484, -1, -1], [2485, -1, -1], [2486, 1, 15696], [2486, 1, 15894], [2486, -1, -1], [2487, -1, -1], [2488, -1, -1], [2489, -1, -1]]"
1748599449.684,15.999959945678711,12805.451005310904,12816.461481047165,"[[2490, -1, -1], [2491, -1, -1], [2492, -1, -1], [2493, -1, -1], [2494, -1, -1]]"
1748599449.7416,16.999960109591484,12805.451005310904,12816.461474118645,"[[2496, -1, -1], [2497, -1, -1], [2498, -1, -1], [2499, -1, -1], [2500, -1, -1]]"
1748599449.7976,17.999960273504257,12805.450986869559,12816.461474118645,"[[2501, -1, -1], [2502, -1, -1], [2503, -1, -1], [2504, -1, -1], [2505, -1, -1], [2506, -1, -1]]"
1748599449.8536,18.99996043741703,12805.450986869559,12816.461474118645,"[[2507, -1, -1], [2508, -1, -1], [2509, -1, -1], [2510, -1, -1], [2511, -1, -1]]"
1748599449.9096,19.999960601329803,12805.450986869559,12816.461476381606,"[[2512, -1, -1], [2513, -1, -1], [2514, -1, -1], [2515, -1, -1], [2516, -1, -1], [2517, -1, -1]]"
1748599449.9666,20.999960765242577,12805.451013064552,12816.461476381606,"[[2518, -1, -1], [2519, -1, -1], [2520, -1, -1], [2521, -1, -1], [2522, -1, -1], [2523, -1, -1]]"
1748599450.0236,21.99996092915535,12805.451013064552,12816.461479242524,"[[2524, -1, -1], [2525, -1, -1], [2526, -1, -1], [2527, -1, -1], [2528, -1, -1]]"
1748599450.0796,22.999961093068123,12805.451020368324,12816.461479242524,"[[2529, -1, -1], [2530, -1, -1], [2531, -1, -1], [2532, -1, -1], [2533, -1, -1], [2534, -1, -1]]"
1748599450.1356,23.999961256980896,12805.451020368324,12816.461479242524,"[[2535, -1, -1], [2536, -1, -1], [2537, -1, -1], [2538, -1, -1], [2539, 1, 18352], [2539, 1, 18415], [2539, 1, 18583], [2539, 1, 18712], [2539, -1, -1], [2540, -1, -1]]"
1748599450.1926,24.99996142089367,12805.451028825792,12816.461476844639,"[[2541, -1, -1], [2542, -1, -1], [2543, -1, -1], [2544, -1, -1], [2545, -1, -1]]"
1748599450.2486,25.999961584806442,12805.451028825792,12816.461476844639,"[[2546, -1, -1], [2547, -1, -1], [2548, -1, -1], [2549, -1, -1], [2550, -1, -1], [2551, -1, -1]]"
1748599450.304,26.999961748719215,12805.451028825792,12816.461477917008,"[[2552, -1, -1], [2553, 1, 14909], [2553, 1, 14958], [2553, 1, 15157], [2553, 1, 15285], [2553, 1, 15574], [2553, -1, -1], [2554, 1, 14585], [2554, 1, 14619], [2554, 1, 14814], [2554, -1, -1], [2555, -1, -1], [2556, -1, -1]]"
1748599450.3606,27.99996191263199,12805.451028675276,12816.461477917008,"[[2558, -1, -1], [2559, -1, -1], [2560, -1, -1], [2561, -1, -1], [2562, -1, -1]]"
1748599450.4176,28.99996207654476,12805.451028675276,12816.461476453922,"[[2563, -1, -1], [2564, -1, -1], [2565, -1, -1], [2566, -1, -1], [2567, -1, -1], [2568, -1, -1]]"
1748599450.4741,29.999962240457535,12805.451022710808,12816.461476453922,"[[2569, -1, -1], [2570, -1, -1], [2571, -1, -1], [2572, -1, -1], [2573, -1, -1]]"
1748599450.5313,30.99996054172516,12805.451022710808,12816.461476453922,"[[2575, -1, -1], [2576, -1, -1], [2577, -1, -1], [2578, -1, -1], [2579, -1, -1]]"
1748599450.5876,31.999958842992783,12805.451022710808,12816.46147971165,"[[2580, -1, -1], [2581, -1, -1], [2582, -1, -1], [2583, -1, -1], [2584, -1, -1], [2585, -1, -1]]"
1748599450.6436,32.99995714426041,12805.451020293338,12816.46147971165,"[[2586, -1, -1], [2587, -1, -1], [2588, -1, -1], [2589, -1, -1], [2590, -1, -1]]"
1748599450.7006,33.99995544552803,12805.451020293338,12816.461477448795,"[[2591, -1, -1], [2592, -1, -1], [2593, -1, -1], [2594, -1, -1], [2595, -1, -1], [2596, -1, -1]]"
1748599450.7566,34.999953746795654,12805.451008003914,12816.461477448795,"[[2597, -1, -1], [2598, -1, -1], [2599, -1, -1], [2600, -1, -1], [2601, -1, -1], [2602, -1, -1]]"
1748599450.8136,35.99995204806328,12805.451008003914,12816.461482495442,"[[2603, -1, -1], [2604, -1, -1], [2605, -1, -1], [2606, -1, -1], [2607, -1, -1]]"
1748599450.8696,36.9999503493309,12805.451027727006,12816.461482495442,"[[2608, -1, -1], [2609, -1, -1], [2610, -1, -1], [2611, -1, -1], [2612, -1, -1], [2613, -1, -1]]"
1748599450.9256,37.999948650598526,12805.451027727006,12816.461482495442,"[[2614, -1, -1], [2615, -1, -1], [2616, -1, -1], [2617, -1, -1], [2618, -1, -1], [2619, -1, -1]]"
1748599450.9826,38.99994695186615,12805.451045449456,12816.46147503692,"[[2620, -1, -1], [2621, -1, -1], [2622, -1, -1], [2623, -1, -1], [2624, -1, -1]]"
1748599451.0386,39.999945253133774,12805.451045449456,12816.46147503692,"[[2625, -1, -1], [2626, -1, -1], [2627, -1, -1], [2628, -1, -1], [2629, -1, -1], [2630, -1, -1]]"
1748599451.0942,40.9999435544014,12805.451045449456,12816.461480253824,"[[2631, -1, -1], [2632, -1, -1], [2633, -1, -1], [2634, -1, -1], [2635, -1, -1], [2636, -1, -1]]"
1748599451.1506,41.99994185566902,12805.451057470611,12816.461480253824,"[[2637, -1, -1], [2638, -1, -1], [2639, -1, -1], [2640, -1, -1], [2641, -1, -1]]"
1748599451.2076,42.999940156936646,12805.451054919853,12816.461474223745,"[[2642, -1, -1], [2643, -1, -1], [2644, -1, -1], [2645, -1, -1], [2646, -1, -1], [2647, -1, -1]]"
1748599451.2641,43.99993845820427,12805.451054919853,12816.461474223745,"[[2648, -1, -1], [2649, -1, -1], [2650, -1, -1], [2651, -1, -1], [2652, -1, -1]]"
1748599451.3216,44.99993675947189,12805.451054919853,12816.461482315191,"[[2654, -1, -1], [2655, -1, -1], [2656, -1, -1], [2657, -1, -1], [2658, -1, -1]]"
1748599451.3776,45.99993506073952,12805.451051481157,12816.461482315191,"[[2659, -1, -1], [2660, -1, -1], [2661, 1, 18065], [2661, 1, 18105], [2661, 1, 18299], [2661, -1, -1], [2662, -1, -1], [2663, -1, -1], [2664, -1, -1]]"
1748599451.434,46.99993336200714,12805.451051481157,12816.46147849191,"[[2665, -1, -1], [2666, -1, -1], [2667, -1, -1], [2668, -1, -1], [2669, -1, -1]]"
1748599451.4906,47.999931663274765,12805.451059274106,12816.46147849191,"[[2671, 1, 15581], [2671, 1, 15780], [2671, -1, -1], [2672, -1, -1], [2673, -1, -1], [2674, -1, -1], [2675, -1, -1]]"
1748599451.5466,48.99992996454239,12805.451059274106,12816.46147849191,"[[2676, -1, -1], [2677, -1, -1], [2678, -1, -1], [2679, -1, -1], [2680, -1, -1], [2681, -1, -1]]"
1748599451.6036,49.99992826581001,12805.45104449336,12816.461480361786,"[[2682, -1, -1], [2683, -1, -1], [2684, -1, -1], [2685, -1, -1], [2686, -1, -1]]"
1748599451.6596,50.99992656707764,12805.45104449336,12816.461480361786,"[[2687, -1, -1], [2688, -1, -1], [2689, -1, -1], [2690, -1, -1], [2691, -1, -1], [2692, -1, -1]]"
1748599451.7156,51.99992486834526,12805.45104449336,12816.461478713567,"[[2693, -1, -1], [2694, -1, -1], [2695, -1, -1], [2696, -1, -1], [2697, -1, -1], [2698, -1, -1]]"
1748599451.7726,52.999923169612885,12805.451052160706,12816.461478713567,"[[2699, -1, -1], [2700, -1, -1], [2701, -1, -1], [2702, -1, -1], [2703, -1, -1]]"
1748599451.8286,53.99992147088051,12805.451052160706,12816.461480759408,"[[2704, -1, -1], [2705, -1, -1], [2706, -1, -1], [2707, -1, -1], [2708, -1, -1], [2709, -1, -1]]"
1748599451.8846,54.99991977214813,12805.45105790182,12816.461480759408,"[[2710, -1, -1], [2711, -1, -1], [2712, -1, -1], [2713, -1, -1], [2714, -1, -1], [2715, 1, 17993], [2715, 1, 18185], [2715, -1, -1]]"
1748599451.9416,55.999918073415756,12805.45105790182,12816.461480759408,"[[2716, -1, -1], [2717, -1, -1], [2718, -1, -1], [2719, -1, -1], [2720, -1, -1]]"
1748599451.9976,56.99991637468338,12805.451079425173,12816.461486458566,"[[2721, -1, -1], [2722, -1, -1], [2723, -1, -1], [2724, -1, -1], [2725, -1, -1], [2726, -1, -1]]"
1748599452.0541,57.999914675951004,12805.451079425173,12816.461486458566,"[[2727, -1, -1], [2728, -1, -1], [2729, -1, -1], [2730, -1, -1], [2731, -1, -1]]"
1748599452.1106,58.99991297721863,12805.451071869813,12816.461476308428,"[[2733, -1, -1], [2734, -1, -1], [2735, -1, -1], [2736, -1, -1], [2737, -1, -1]]"
1748599452.1786,-60.99999865889549,12805.451071869813,12816.461476308428,"[[2739, -1, -1], [2740, -1, -1], [2741, -1, -1], [2742, -1, -1], [2743, 1, 16776], [2743, 1, 16810], [2743, 1, 17006], [2743, 1, 17156], [2743, -1, -1], [2744, -1, -1]]"
1748599452.2351,-60.00000035762787,12805.451071869813,12816.461474785589,"[[2745, -1, -1], [2746, -1, -1], [2747, 1, 17784], [2747, 1, 17813], [2747, 1, 18012], [2747, -1, -1], [2748, -1, -1], [2749, -1, -1]]"
1748599452.2926,-59.000002056360245,12805.451038173736,12816.461474785589,"[[2751, -1, -1], [2752, -1, -1], [2753, -1, -1], [2754, -1, -1], [2755, -1, -1]]"
1748599452.3486,-58.00000375509262,12805.451038173736,12816.461473320553,"[[2756, -1, -1], [2757, -1, -1], [2758, -1, -1], [2759, -1, -1], [2760, -1, -1], [2761, -1, -1]]"
1748599452.4057,-57.000005453825,12805.451034474701,12816.461473320553,"[[2762, -1, -1], [2763, -1, -1], [2764, -1, -1], [2765, -1, -1], [2766, -1, -1], [2767, -1, -1]]"
1748599452.4616,-56.00000715255737,12805.451034474701,12816.461473320553,"[[2768, -1, -1], [2769, -1, -1], [2770, -1, -1], [2771, -1, -1], [2772, -1, -1]]"
1748599452.5176,-55.00000885128975,12805.451039665191,12816.461476056158,"[[2773, -1, -1], [2774, -1, -1], [2775, -1, -1], [2776, -1, -1], [2777, -1, -1], [2778, -1, -1]]"
1748599452.574,-54.000010550022125,12805.451039665191,12816.461476056158,"[[2779, -1, -1], [2780, 1, 16312], [2780, 1, 16349], [2780, 1, 16541], [2780, -1, -1], [2781, -1, -1], [2782, -1, -1], [2783, -1, -1]]"
1748599452.6316,-53.0000122487545,12805.451022308936,12816.461474043797,"[[2785, 1, 17908], [2785, 1, 17935], [2785, 1, 18139], [2785, -1, -1], [2786, -1, -1], [2787, -1, -1], [2788, -1, -1], [2789, -1, -1]]"
1748599452.6881,-52.00001394748688,12805.451022308936,12816.461474043797,"[[2790, -1, -1], [2791, -1, -1], [2792, -1, -1], [2793, -1, -1], [2794, -1, -1], [2795, -1, -1]]"
1748599452.744,-51.00001564621925,12805.451022308936,12816.461474961749,"[[2796, -1, -1], [2797, -1, -1], [2798, -1, -1], [2799, 1, 14161], [2799, 1, 14195], [2799, 1, 14364], [2799, 1, 14390], [2799, 1, 14469], [2799, -1, -1], [2800, -1, -1]]"
1748599452.8016,-50.00001734495163,12805.451019253112,12816.461474961749,"[[2802, -1, -1], [2803, -1, -1], [2804, -1, -1], [2805, -1, -1], [2806, -1, -1]]"
1748599452.8576,-49.000019043684006,12805.451019253112,12816.46148056836,"[[2807, -1, -1], [2808, -1, -1], [2809, 1, 17267], [2809, 1, 17466], [2809, -1, -1], [2810, -1, -1], [2811, -1, -1], [2812, -1, -1]]"
1748599452.914,-48.00002074241638,12805.451033356178,12816.46148056836,"[[2813, -1, -1], [2814, 1, 15107], [2814, 1, 15306], [2814, -1, -1], [2815, -1, -1], [2816, -1, -1], [2817, -1, -1]]"
1748599452.9706,-47.00002244114876,12805.451033356178,12816.46148056836,"[[2819, -1, -1], [2820, -1, -1], [2821, -1, -1], [2822, -1, -1], [2823, -1, -1]]"
1748599453.0266,-46.000024139881134,12805.451034036003,12816.46147714114,"[[2824, -1, -1], [2825, -1, -1], [2826, -1, -1], [2827, -1, -1], [2828, -1, -1], [2829, -1, -1]]"
1748599453.0836,-45.00002583861351,12805.451034036003,12816.46147714114,"[[2830, -1, -1], [2831, -1, -1], [2832, -1, -1], [2833, -1, -1], [2834, -1, -1]]"
1748599453.1406,-44.000027537345886,12805.451034036003,12816.461473044206,"[[2835, -1, -1], [2836, -1, -1], [2837, -1, -1], [2838, -1, -1], [2839, -1, -1], [2840, -1, -1]]"
1748599453.1966,-43.00002923607826,12805.451036074794,12816.461473044206,"[[2841, -1, -1], [2842, -1, -1], [2843, 1, 18220], [2843, 1, 18253], [2843, 1, 18448], [2843, -1, -1], [2844, -1, -1], [2845, -1, -1], [2846, -1, -1]]"
1748599453.2536,-42.00003093481064,12805.451036074794,12816.461472551533,"[[2847, -1, -1], [2848, -1, -1], [2849, -1, -1], [2850, -1, -1], [2851, -1, -1]]"
1748599453.3106,-41.000032633543015,12805.451026778203,12816.461472551533,"[[2852, -1, -1], [2853, 1, 14708], [2853, 1, 14741], [2853, 1, 14910], [2853, 1, 14937], [2853, 1, 15038], [2853, -1, -1], [2854, 1, 14926], [2854, 1, 14961], [2854, 1, 15155], [2854, 1, 15400], [2854, -1, -1], [2855, 1, 16143], [2855, 1, 16327], [2855, -1, -1], [2856, -1, -1], [2857, -1, -1]]"
1748599453.3666,-40.00003433227539,12805.451026778203,12816.461477235875,"[[2858, -1, -1], [2859, -1, -1], [2860, -1, -1], [2861, -1, -1], [2862, -1, -1], [2863, 1, 14853], [2863, 1, 15039], [2863, -1, -1]]"
1748599453.4226,-39.00003603100777,12805.451026575294,12816.461477235875,"[[2864, -1, -1], [2865, -1, -1], [2866, -1, -1], [2867, -1, -1], [2868, -1, -1]]"
1748599453.4786,-38.00003772974014,12805.451026575294,12816.461477235875,"[[2869, -1, -1], [2870, -1, -1], [2871, -1, -1], [2872, -1, -1], [2873, -1, -1], [2874, -1, -1]]"
1748599453.5351,-37.00003942847252,12805.451001786418,12816.461480472766,"[[2875, 1, 15810], [2875, 1, 15847], [2875, 1, 16039], [2875, 1, 16314], [2875, -1, -1], [2876, -1, -1], [2877, -1, -1], [2878, -1, -1], [2879, -1, -1]]"
1748599453.5916,-36.000041127204895,12805.451001786418,12816.461480472766,"[[2881, -1, -1], [2882, 1, 15679], [2882, 1, 15878], [2882, -1, -1], [2883, -1, -1], [2884, -1, -1], [2885, -1, -1]]"
1748599453.6486,-35.00004282593727,12805.451001786418,12816.461478619685,"[[2886, -1, -1], [2887, -1, -1], [2888, -1, -1], [2889, -1, -1], [2890, -1, -1], [2891, -1, -1]]"
1748599453.7046,-34.00004452466965,12805.450979961983,12816.461478619685,"[[2892, -1, -1], [2893, -1, -1], [2894, 1, 16943], [2894, 1, 17151], [2894, 1, 17380], [2894, -1, -1], [2895, -1, -1], [2896, -1, -1], [2897, -1, -1]]"
