time,voltage
1748599424.8902,29.9839147
1748599425.9483,29.981113
1748599426.9754,29.9809671
1748599428.0019,29.9837825
1748599429.0708,29.9819105
1748599430.1269,29.9825615
1748599431.1529,29.9811973
1748599432.1799,29.9839781
1748599433.2487,29.9813241
1748599434.2745,29.9824863
1748599435.3017,29.9832163
1748599436.374,29.980945
1748599437.4011,29.98283
1748599438.428,29.981106
1748599439.5023,29.9841011
1748599440.5292,29.9818252
1748599441.5553,29.9839709
1748599442.5816,29.9810104
1748599443.6465,29.9825667
1748599444.6734,29.9842506
1748599445.6992,29.9809678
1748599446.7256,29.9821616
1748599447.788,29.9835365
1748599448.8146,29.9827403
1748599449.8414,29.9809942
1748599450.868,29.9843771
1748599451.9314,29.9808926
1748599452.9584,29.9810814
1748599453.9852,29.9838762
1748599455.0119,29.9821504
1748599456.0747,29.9814532
1748599457.1011,29.9830732
1748599458.1279,29.9829726
1748599459.1549,29.9809195
1748599460.2162,29.9836492
1748599461.2429,29.9840948
1748599462.2688,29.9812163
1748599463.3414,29.9815424
1748599464.368,29.9812913
1748599465.3945,29.9815827
1748599466.4637,29.9841096
1748599467.4908,29.9805341
1748599468.5179,29.9841138
1748599469.5862,29.9824102
1748599470.6132,29.9819283
1748599471.6396,29.9837661
1748599472.7115,29.9811167
1748599473.7382,29.9839641
1748599474.765,29.9815954
1748599475.8407,29.9814072
1748599476.8672,29.9808668
1748599477.8941,29.9825561
1748599478.9627,29.9837635
1748599479.9897,29.9805894
1748599481.0172,29.9840564
1748599482.0886,29.982744
1748599483.1157,29.9830856
1748599484.1427,29.9833728
1748599485.1706,29.9808148
1748599486.2298,29.9828375
1748599487.287,29.9824915
1748599488.3138,29.9812688
1748599489.3409,29.9839643
1748599490.4068,29.9826468
1748599491.4326,29.9804191
1748599492.4593,29.9828101
1748599493.4865,29.9833198
1748599494.5471,29.980875
1748599495.5739,29.9803755
1748599496.6004,29.9829026
1748599497.6272,29.983307
1748599498.6915,29.980763
1748599499.7187,29.9811648
1748599500.7443,29.9840981
1748599501.7711,29.9827192
1748599502.8351,29.9808986
1748599503.8621,29.9817741
1748599504.8886,29.9843115
1748599505.9153,29.9814525
1748599506.9795,29.9816064
1748599508.0061,29.9832446
1748599509.0325,29.9835867
1748599510.0591,29.9805386
1748599511.1235,29.9820845
1748599512.1505,29.9839716
1748599513.177,29.9828244
1748599514.2039,29.9808
1748599515.269,29.9837214
1748599516.2956,29.9836705
1748599517.3225,29.9806967
1748599518.349,29.9821026
1748599519.4132,29.9837696
1748599520.4434,29.9829148
1748599521.4701,29.9816687
1748599522.4966,29.984345
1748599523.5572,29.9823001
1748599524.5846,29.9816905
1748599525.6106,29.9811264
1748599526.6373,29.9840294
1748599527.7013,29.9827531
1748599528.7283,29.9810444
1748599529.7555,29.9815302
1748599530.7824,29.9840681
1748599531.8455,29.9816645
1748599532.8718,29.9809082
1748599533.8986,29.9823232
1748599534.9704,29.9837966
1748599535.997,29.981084
1748599537.0238,29.9841951
1748599538.0913,29.9823668
1748599539.118,29.9813133
1748599540.1451,29.9836994
1748599541.214,29.9826154
1748599542.2412,29.9814187
1748599543.2671,29.9840943
1748599544.339,29.9824387
1748599545.3659,29.982856
1748599546.3922,29.9834363
1748599547.4677,29.9802708
1748599548.4945,29.9831207
1748599549.5212,29.9804299
1748599550.5908,29.9832852
1748599551.6177,29.9816066
1748599552.6439,29.9813138
1748599553.7163,29.9837085
1748599554.7424,29.9807234
1748599555.7691,29.9828276
1748599556.8391,29.9833986
1748599557.8662,29.9810092
1748599558.8935,29.9842916
1748599559.9618,29.9811446
1748599560.9887,29.9822872
1748599562.0155,29.9835862
