time,Voltage,First,Diode,data
1748599216.5645,-89.99997919797897,12805.357689630357,12816.461473225456,"[[68, -1, -1], [69, -1, -1], [70, -1, -1], [71, -1, -1], [72, -1, -1], [73, -1, -1]]"
1748599216.6214,-88.99997717142105,12805.357689630357,12816.461473225456,"[[74, -1, -1], [75, -1, -1], [76, -1, -1], [77, -1, -1], [78, -1, -1]]"
1748599216.6774,-87.99997514486313,12805.357689630357,12816.461471493683,"[[79, -1, -1], [80, -1, -1], [81, -1, -1], [82, -1, -1], [83, -1, -1], [84, -1, -1]]"
1748599216.7334,-86.9999731183052,12805.357689161541,12816.461471493683,"[[85, -1, -1], [86, -1, -1], [87, -1, -1], [88, -1, -1], [89, -1, -1], [90, 1, 16032], [90, 1, 16231], [90, -1, -1]]"
1748599216.7904,-85.99997109174728,12805.357689161541,12816.461475046572,"[[91, -1, -1], [92, -1, -1], [93, -1, -1], [94, -1, -1], [95, -1, -1]]"
1748599216.8464,-84.99996906518936,12805.357675313593,12816.461475046572,"[[96, -1, -1], [97, -1, -1], [98, -1, -1], [99, -1, -1], [100, -1, -1], [101, -1, -1]]"
1748599216.9019,-83.99996703863144,12805.357675313593,12816.461475046572,"[[102, -1, -1], [103, -1, -1], [104, -1, -1], [105, -1, -1], [106, -1, -1]]"
1748599216.9584,-82.99996501207352,12805.357693135948,12816.461476860093,"[[108, -1, -1], [109, -1, -1], [110, -1, -1], [111, -1, -1], [112, -1, -1]]"
1748599217.0144,-81.9999629855156,12805.357693135948,12816.461476860093,"[[113, -1, -1], [114, -1, -1], [115, -1, -1], [116, -1, -1], [117, -1, -1], [118, -1, -1]]"
1748599217.0704,-80.99996095895767,12805.357693135948,12816.46146993728,"[[119, -1, -1], [120, -1, -1], [121, -1, -1], [122, -1, -1], [123, -1, -1]]"
1748599217.1265,-79.99995893239975,12805.3576844491,12816.46146993728,"[[124, -1, -1], [125, -1, -1], [126, -1, -1], [127, -1, -1], [128, -1, -1], [129, -1, -1]]"
1748599217.1829,-78.99995690584183,12805.3576844491,12816.461475444137,"[[130, -1, -1], [131, -1, -1], [132, -1, -1], [133, 1, 18166], [133, 1, 18200], [133, 1, 18369], [133, 1, 18395], [133, -1, -1], [134, -1, -1]]"
1748599217.2404,-77.9999548792839,12805.357673620805,12816.461475444137,"[[136, -1, -1], [137, -1, -1], [138, -1, -1], [139, -1, -1], [140, 1, 14331], [140, 1, 14369], [140, 1, 14560], [140, 1, 14683], [140, -1, -1]]"
1748599217.2964,-76.99995285272598,12805.357673620805,12816.461475444137,"[[141, -1, -1], [142, -1, -1], [143, -1, -1], [144, -1, -1], [145, -1, -1], [146, -1, -1]]"
1748599217.3519,-75.99995082616806,12805.35768528279,12816.46146996441,"[[147, -1, -1], [148, -1, -1], [149, -1, -1], [150, -1, -1], [151, -1, -1]]"
1748599217.4084,-74.99994879961014,12805.35768528279,12816.46146996441,"[[153, -1, -1], [154, -1, -1], [155, -1, -1], [156, -1, -1], [157, -1, -1]]"
1748599217.4644,-73.99994677305222,12805.35768528279,12816.461471878774,"[[158, -1, -1], [159, -1, -1], [160, -1, -1], [161, -1, -1], [162, -1, -1], [163, -1, -1]]"
1748599217.5204,-72.9999447464943,12805.357678644177,12816.461471878774,"[[164, -1, -1], [165, -1, -1], [166, -1, -1], [167, -1, -1], [168, -1, -1]]"
1748599217.5764,-71.99994271993637,12805.357678644177,12816.461477113975,"[[169, -1, -1], [170, -1, -1], [171, -1, -1], [172, -1, -1], [173, -1, -1], [174, -1, -1]]"
1748599217.6319,-70.99994069337845,12805.357682183965,12816.461477113975,"[[175, -1, -1], [176, -1, -1], [177, -1, -1], [178, -1, -1], [179, -1, -1]]"
1748599217.6883,-69.99993866682053,12805.357682183965,12816.461477113975,"[[181, -1, -1], [182, -1, -1], [183, -1, -1], [184, -1, -1], [185, -1, -1]]"
1748599217.7445,-68.9999366402626,12805.35767833395,12816.46146914717,"[[186, -1, -1], [187, -1, -1], [188, -1, -1], [189, -1, -1], [190, -1, -1], [191, -1, -1]]"
1748599217.8014,-67.99993461370468,12805.35767833395,12816.46146914717,"[[192, -1, -1], [193, -1, -1], [194, -1, -1], [195, -1, -1], [196, -1, -1]]"
1748599217.8574,-66.99993258714676,12805.35767833395,12816.461471799883,"[[197, -1, -1], [198, -1, -1], [199, -1, -1], [200, -1, -1], [201, -1, -1], [202, -1, -1]]"
1748599217.9129,-65.99993056058884,12805.35769104451,12816.461471799883,"[[203, -1, -1], [204, -1, -1], [205, -1, -1], [206, -1, -1], [207, -1, -1]]"
1748599217.9694,-64.99992853403091,12805.35769104451,12816.461475966482,"[[209, -1, -1], [210, -1, -1], [211, -1, -1], [212, -1, -1], [213, -1, -1]]"
1748599218.0254,-63.99992650747299,12805.357688797336,12816.461475966482,"[[214, -1, -1], [215, -1, -1], [216, -1, -1], [217, -1, -1], [218, -1, -1], [219, -1, -1]]"
1748599218.0819,-62.99992820620537,12805.357688797336,12816.461475966482,"[[220, -1, -1], [221, -1, -1], [222, -1, -1], [223, -1, -1], [224, -1, -1]]"
1748599218.1384,-61.999929904937744,12805.357688797336,12816.461476281514,"[[226, -1, -1], [227, -1, -1], [228, -1, -1], [229, -1, -1], [230, -1, -1]]"
1748599218.1934,-60.99993160367012,12805.357675778567,12816.461476281514,"[[231, -1, -1], [232, -1, -1], [233, -1, -1], [234, -1, -1], [235, -1, -1], [236, -1, -1]]"
1748599218.2494,-59.999933302402496,12805.357675778567,12816.461471324508,"[[237, -1, -1], [238, -1, -1], [239, -1, -1], [240, -1, -1], [241, -1, -1]]"
1748599218.3044,-58.99993500113487,12805.357683707858,12816.461471324508,"[[242, -1, -1], [243, -1, -1], [244, -1, -1], [245, -1, -1], [246, -1, -1], [247, -1, -1]]"
1748599218.3614,-57.99993669986725,12805.357683707858,12816.461472391087,"[[248, -1, -1], [249, -1, -1], [250, -1, -1], [251, -1, -1], [252, -1, -1]]"
1748599218.4174,-56.999938398599625,12805.35769188887,12816.461472391087,"[[253, -1, -1], [254, -1, -1], [255, -1, -1], [256, -1, -1], [257, -1, -1], [258, -1, -1]]"
1748599218.4734,-55.999940097332,12805.35769188887,12816.461472391087,"[[259, -1, -1], [260, -1, -1], [261, -1, -1], [262, -1, -1], [263, -1, -1], [264, -1, -1]]"
1748599218.5304,-54.99994179606438,12805.357693658785,12816.461468995098,"[[265, -1, -1], [266, -1, -1], [267, -1, -1], [268, -1, -1], [269, -1, -1]]"
1748599218.5864,-53.99994349479675,12805.357693658785,12816.461468995098,"[[270, -1, -1], [271, -1, -1], [272, -1, -1], [273, -1, -1], [274, -1, -1], [275, -1, -1]]"
1748599218.7855,-52.99994519352913,12805.357693271912,12816.461471921917,"[[276, -1, -1], [277, -1, -1], [278, -1, -1], [279, -1, -1], [280, -1, -1], [281, -1, -1], [282, -1, -1], [283, -1, -1], [284, -1, -1], [285, -1, -1], [286, -1, -1], [287, -1, -1], [288, -1, -1], [289, -1, -1], [290, -1, -1], [291, -1, -1], [292, -1, -1], [293, -1, -1], [294, -1, -1], [295, -1, -1]]"
1748599218.8419,-51.999946892261505,12805.357695054458,12816.461471921917,"[[296, -1, -1], [297, -1, -1], [298, -1, -1], [299, -1, -1], [300, -1, -1]]"
1748599218.8984,-50.99994859099388,12805.357695054458,12816.461473698168,"[[302, -1, -1], [303, -1, -1], [304, -1, -1], [305, -1, -1], [306, -1, -1]]"
1748599218.9544,-49.99995028972626,12805.35769537979,12816.461473698168,"[[307, -1, -1], [308, -1, -1], [309, -1, -1], [310, -1, -1], [311, -1, -1], [312, -1, -1]]"
1748599219.0114,-48.99995198845863,12805.35769537979,12816.461472251845,"[[313, -1, -1], [314, -1, -1], [315, -1, -1], [316, -1, -1], [317, -1, -1]]"
1748599219.0674,-47.99995368719101,12805.357716088816,12816.461472251845,"[[318, -1, -1], [319, -1, -1], [320, -1, -1], [321, -1, -1], [322, -1, -1], [323, -1, -1]]"
1748599219.1244,-46.999955385923386,12805.357716088816,12816.461472251845,"[[324, -1, -1], [325, -1, -1], [326, -1, -1], [327, -1, -1], [328, -1, -1], [329, -1, -1]]"
1748599219.1819,-45.99995708465576,12805.357718221672,12816.461474552345,"[[330, -1, -1], [331, -1, -1], [332, -1, -1], [333, -1, -1], [334, -1, -1]]"
1748599219.2404,-44.99995878338814,12805.357718221672,12816.461474552345,"[[336, -1, -1], [337, -1, -1], [338, -1, -1], [339, -1, -1], [340, -1, -1]]"
1748599219.2974,-43.999960482120514,12805.357718221672,12816.46147567526,"[[341, -1, -1], [342, -1, -1], [343, -1, -1], [344, -1, -1], [345, -1, -1], [346, -1, -1]]"
1748599219.3534,-42.99996218085289,12805.357728228959,12816.46147567526,"[[347, -1, -1], [348, -1, -1], [349, -1, -1], [350, -1, -1], [351, -1, -1], [352, -1, -1]]"
1748599219.4094,-41.999963879585266,12805.357728228959,12816.46147567526,"[[353, -1, -1], [354, -1, -1], [355, -1, -1], [356, -1, -1], [357, -1, -1]]"
1748599219.4664,-40.99996557831764,12805.357733309791,12816.461474876209,"[[358, -1, -1], [359, -1, -1], [360, -1, -1], [361, -1, -1], [362, -1, -1], [363, -1, -1]]"
1748599219.5229,-39.99996727705002,12805.357733309791,12816.461474876209,"[[364, -1, -1], [365, -1, -1], [366, -1, -1], [367, -1, -1], [368, -1, -1]]"
1748599219.5804,-38.999968975782394,12805.357730277863,12816.461476791948,"[[370, -1, -1], [371, -1, -1], [372, -1, -1], [373, -1, -1], [374, -1, -1]]"
1748599219.6364,-37.99997067451477,12805.357730277863,12816.461476791948,"[[375, -1, -1], [376, -1, -1], [377, -1, -1], [378, -1, -1], [379, -1, -1], [380, -1, -1]]"
1748599219.6929,-36.99997237324715,12805.357730277863,12816.461474483713,"[[381, -1, -1], [382, -1, -1], [383, -1, -1], [384, -1, -1], [385, -1, -1]]"
1748599219.7494,-35.99997407197952,12805.35771900264,12816.461474483713,"[[387, -1, -1], [388, -1, -1], [389, -1, -1], [390, -1, -1], [391, -1, -1]]"
1748599219.8054,-34.9999757707119,12805.35771900264,12816.461470963992,"[[392, -1, -1], [393, -1, -1], [394, -1, -1], [395, -1, -1], [396, -1, -1], [397, -1, -1]]"
1748599219.8619,-33.999977469444275,12805.357722873623,12816.461470963992,"[[398, -1, -1], [399, -1, -1], [400, -1, -1], [401, -1, -1], [402, -1, -1]]"
1748599219.9184,-32.99997916817665,12805.357722873623,12816.461470963992,"[[404, -1, -1], [405, -1, -1], [406, -1, -1], [407, -1, -1], [408, -1, -1]]"
1748599219.9744,-31.999979004263878,12805.357721178603,12816.461471045408,"[[409, -1, -1], [410, -1, -1], [411, -1, -1], [412, -1, -1], [413, -1, -1], [414, -1, -1]]"
1748599220.0313,-30.999978840351105,12805.357721178603,12816.461471045408,"[[415, -1, -1], [416, -1, -1], [417, -1, -1], [418, -1, -1], [419, -1, -1]]"
1748599220.0884,-29.99997867643833,12805.357721178603,12816.461475055457,"[[420, -1, -1], [421, -1, -1], [422, -1, -1], [423, -1, -1], [424, -1, -1], [425, -1, -1]]"
1748599220.1445,-28.99997851252556,12805.357689667835,12816.461475055457,"[[426, -1, -1], [427, -1, -1], [428, -1, -1], [429, -1, -1], [430, -1, -1], [431, -1, -1]]"
1748599220.2014,-27.999978348612785,12805.357689667835,12816.461474500406,"[[432, -1, -1], [433, -1, -1], [434, -1, -1], [435, -1, -1], [436, -1, -1]]"
1748599220.2584,-26.999978184700012,12805.357685225776,12816.461474500406,"[[437, -1, -1], [438, -1, -1], [439, -1, -1], [440, 1, 15996], [440, 1, 16033], [440, 1, 16225], [440, -1, -1], [441, -1, -1], [442, -1, -1]]"
1748599220.3145,-25.99997802078724,12805.357685225776,12816.461474500406,"[[443, -1, -1], [444, -1, -1], [445, -1, -1], [446, -1, -1], [447, -1, -1], [448, -1, -1]]"
1748599220.3714,-24.999977856874466,12805.357688416629,12816.461475119346,"[[449, -1, -1], [450, -1, -1], [451, -1, -1], [452, -1, -1], [453, -1, -1]]"
1748599220.4274,-23.999977692961693,12805.357688416629,12816.461475119346,"[[454, -1, -1], [455, -1, -1], [456, -1, -1], [457, 1, 15268], [457, 1, 15304], [457, 1, 15499], [457, 1, 15720], [457, -1, -1], [458, -1, -1], [459, -1, -1]]"
1748599220.4844,-22.99997752904892,12805.357688416629,12816.461472131876,"[[460, -1, -1], [461, -1, -1], [462, 1, 18583], [462, 1, 18612], [462, 1, 18811], [462, 1, 42785], [462, 1, 42819], [462, 1, 43013], [462, -1, -1], [463, -1, -1], [464, -1, -1], [465, -1, -1]]"
1748599220.5414,-21.999977365136147,12805.357685849634,12816.461472131876,"[[466, -1, -1], [467, -1, -1], [468, -1, -1], [469, -1, -1], [470, 1, 12476], [470, 1, 12510], [470, 1, 12706], [470, -1, -1]]"
1748599220.5974,-20.999977201223373,12805.357685849634,12816.461477020946,"[[471, 1, 13390], [471, 1, 13421], [471, 1, 13620], [471, -1, -1], [472, -1, -1], [473, -1, -1], [474, 1, 14767], [474, 1, 14952], [474, -1, -1], [475, -1, -1], [476, -1, -1]]"
1748599220.6534,-19.9999770373106,12805.357679049986,12816.461477020946,"[[477, -1, -1], [478, -1, -1], [479, -1, -1], [480, -1, -1], [481, -1, -1], [482, -1, -1]]"
1748599220.7106,-18.999976873397827,12805.357679049986,12816.461477020946,"[[483, -1, -1], [484, -1, -1], [485, -1, -1], [486, -1, -1], [487, -1, -1]]"
1748599220.7664,-17.999976709485054,12805.357679049986,12816.461478232379,"[[488, 1, 14924], [488, -1, -1], [489, -1, -1], [490, -1, -1], [491, -1, -1], [492, -1, -1], [493, -1, -1]]"
1748599220.8229,-16.99997654557228,12805.357678596652,12816.461478232379,"[[494, -1, -1], [495, -1, -1], [496, -1, -1], [497, -1, -1], [498, 1, 17999], [498, 1, 18189], [498, -1, -1]]"
1748599220.8794,-15.999976381659508,12805.357678596652,12816.461465856055,"[[500, -1, -1], [501, -1, -1], [502, -1, -1], [503, -1, -1], [504, -1, -1]]"
1748599220.9364,-14.999976217746735,12805.357686812202,12816.461465856055,"[[505, -1, -1], [506, -1, -1], [507, 1, 16477], [507, 1, 16504], [507, 1, 16707], [507, -1, -1], [508, -1, -1], [509, -1, -1], [510, -1, -1]]"
1748599220.9929,-13.999976053833961,12805.357686812202,12816.461465856055,"[[511, 1, 14840], [511, 1, 15039], [511, 1, 15114], [511, 1, 15329], [511, -1, -1], [512, 1, 16181], [512, 1, 16210], [512, 1, 16412], [512, 1, 16560], [512, 1, 16685], [512, -1, -1], [513, -1, -1], [514, -1, -1], [515, -1, -1]]"
1748599221.0494,-12.999975889921188,12805.357683640354,12816.461471417186,"[[517, -1, -1], [518, -1, -1], [519, -1, -1], [520, -1, -1], [521, 1, 12969], [521, 1, 13008], [521, 1, 13199], [521, 1, 13502], [521, 1, 13694], [521, -1, -1]]"
1748599221.1054,-11.999975726008415,12805.357683640354,12816.461471417186,"[[522, 1, 15771], [522, 1, 15974], [522, 1, 16051], [522, -1, -1], [523, -1, -1], [524, -1, -1], [525, 1, 19137], [525, 1, 19168], [525, 1, 19342], [525, 1, 19367], [525, 1, 19789], [525, -1, -1], [526, -1, -1], [527, 1, 15981], [527, 1, 16165], [527, -1, -1]]"
1748599221.1619,-10.999975562095642,12805.357683640354,12816.461473044688,"[[528, -1, -1], [529, -1, -1], [530, -1, -1], [531, 1, 19608], [531, 1, 19641], [531, 1, 19837], [531, -1, -1], [532, -1, -1]]"
1748599221.2184,-9.999975398182869,12805.357668045348,12816.461473044688,"[[534, -1, -1], [535, -1, -1], [536, -1, -1], [537, -1, -1], [538, 1, 14907], [538, 1, 15106], [538, 1, 15418], [538, -1, -1]]"
1748599221.2744,-8.999975234270096,12805.357668045348,12816.461476879469,"[[539, -1, -1], [540, 1, 16274], [540, 1, 16303], [540, 1, 16502], [540, 1, 16772], [540, -1, -1], [541, -1, -1], [542, -1, -1], [543, 1, 16386], [543, 1, 16423], [543, 1, 16616], [543, -1, -1], [544, 1, 14051], [544, 1, 14255], [544, -1, -1]]"
1748599221.3314,-7.999975070357324,12805.357675957424,12816.461476879469,"[[545, -1, -1], [546, -1, -1], [547, -1, -1], [548, -1, -1], [549, 1, 15338], [549, 1, 15523], [549, -1, -1]]"
1748599221.3884,-6.99997490644455,12805.357675957424,12816.461476879469,"[[550, -1, -1], [551, -1, -1], [552, 1, 13176], [552, 1, 13379], [552, -1, -1], [553, -1, -1], [554, -1, -1], [555, -1, -1]]"
1748599221.4444,-5.999974742531776,12805.357675957424,12816.461473696649,"[[556, -1, -1], [557, 1, 14332], [557, 1, 14518], [557, 1, 14543], [557, 1, 14746], [557, -1, -1], [558, -1, -1], [559, -1, -1], [560, -1, -1], [561, -1, -1]]"
1748599221.5015,-4.999974578619003,12805.357665736628,12816.461473696649,"[[562, -1, -1], [563, 1, 13583], [563, 1, 13782], [563, 1, 14101], [563, 1, 15924], [563, 1, 15986], [563, 1, 16156], [563, 1, 16327], [563, 1, 16383], [563, 1, 16421], [563, 1, 16613], [563, -1, -1], [564, 1, 15234], [564, 1, 15269], [564, 1, 15464], [564, 1, 15619], [564, -1, -1], [565, -1, -1], [566, -1, -1]]"
1748599221.5575,-3.999974647536874,12805.357665736628,12816.461475865277,"[[567, -1, -1], [568, 1, 13898], [568, 1, 14101], [568, -1, -1], [569, -1, -1], [570, 1, 15259], [570, 1, 15445], [570, -1, -1], [571, 1, 17115], [571, 1, 17318], [571, -1, -1], [572, -1, -1]]"
1748599221.6134,-2.9999747164547443,12805.357657709743,12816.461475865277,"[[573, -1, -1], [574, 1, 15965], [574, 1, 16169], [574, -1, -1], [575, -1, -1], [576, -1, -1], [577, 1, 16988], [577, 1, 17025], [577, 1, 17218], [577, -1, -1], [578, 1, 15113], [578, 1, 15160], [578, 1, 15240], [578, 1, 15347], [578, 1, 15582], [578, 1, 16047], [578, 1, 16235], [578, -1, -1]]"
1748599221.6705,-1.999974668957293,12805.357657709743,12816.461471521967,"[[579, 1, 14539], [579, 1, 14742], [579, -1, -1], [580, 1, 18345], [580, 1, 18548], [580, 1, 18966], [580, -1, -1], [581, 1, 12966], [581, 1, 13002], [581, 1, 13196], [581, 1, 13316], [581, 1, 14200], [581, 1, 14245], [581, 1, 14439], [581, 1, 14616], [581, 1, 14722], [581, 1, 14930], [581, 1, 15742], [581, 1, 15897], [581, 1, 15950], [581, 1, 16564], [581, 1, 16765], [581, -1, -1], [582, 1, 13557], [582, 1, 13760], [582, -1, -1], [583, -1, -1]]"
1748599221.7265,-0.9999746689578473,12805.357666287402,12816.461471521967,"[[584, -1, -1], [585, 1, 15509], [585, 1, 15617], [585, 1, 15816], [585, 1, 15893], [585, 1, 15958], [585, 1, 16062], [585, 1, 16123], [585, 1, 16150], [585, 1, 16353], [585, -1, -1], [586, 1, 13701], [586, 1, 13892], [586, 1, 16714], [586, 1, 16899], [586, -1, -1], [587, -1, -1], [588, -1, -1], [589, 1, 12304], [589, 1, 12503], [589, 1, 12931], [589, 1, 14419], [589, 1, 14461], [589, 1, 14633], [589, 1, 14779], [589, 1, 14847], [589, -1, -1]]"
1748599221.7829,2.5309622287729427e-05,12805.357666287402,12816.461471521967,"[[590, 1, 15212], [590, 1, 15412], [590, -1, -1], [591, 1, 17799], [591, 1, 17829], [591, 1, 18028], [591, -1, -1], [592, 1, 14075], [592, 1, 14274], [592, 1, 14815], [592, 1, 15000], [592, 1, 16880], [592, 1, 17088], [592, -1, -1], [593, 1, 14517], [593, 1, 14552], [593, 1, 14580], [593, 1, 14612], [593, 1, 14746], [593, 1, 14793], [593, 1, 14846], [593, 1, 14992], [593, 1, 15568], [593, 1, 15653], [593, 1, 15860], [593, 1, 16226], [593, 1, 16577], [593, 1, 16760], [593, -1, -1], [594, 1, 16749], [594, 1, 16783], [594, 1, 16978], [594, -1, -1]]"
1748599221.8394,1.0000252407044172,12805.357676839358,12816.461472875833,"[[596, 1, 15405], [596, 1, 15455], [596, 1, 15640], [596, -1, -1], [597, 1, 13083], [597, 1, 13120], [597, 1, 13312], [597, 1, 15110], [597, 1, 15294], [597, -1, -1], [598, 1, 13520], [598, 1, 13706], [598, 1, 14432], [598, 1, 14474], [598, 1, 14664], [598, 1, 14836], [598, 1, 15217], [598, 1, 15248], [598, 1, 15448], [598, 1, 15684], [598, 1, 16314], [598, 1, 16513], [598, -1, -1], [599, -1, -1], [600, 1, 15888], [600, 1, 16087], [600, 1, 16363], [600, 1, 16536], [600, 1, 16561], [600, 1, 16860], [600, 1, 16982], [600, 1, 17167], [600, -1, -1]]"
1748599221.8954,2.0000251717865467,12805.357676839358,12816.461472875833,"[[601, 1, 18054], [601, 1, 18088], [601, 1, 18284], [601, -1, -1], [602, 1, 15567], [602, 1, 15601], [602, 1, 15795], [602, -1, -1], [603, 1, 13808], [603, 1, 15390], [603, 1, 15598], [603, -1, -1], [604, 1, 12569], [604, 1, 12612], [604, 1, 12802], [604, 1, 13049], [604, 1, 15574], [604, 1, 15604], [604, 1, 15804], [604, 1, 16053], [604, -1, -1], [605, 1, 14374], [605, 1, 14421], [605, 1, 14606], [605, 1, 15196], [605, 1, 15404], [605, 1, 16399], [605, 1, 16438], [605, 1, 16527], [605, 1, 16611], [605, 1, 16734], [605, -1, -1], [606, 1, 14412], [606, 1, 14492], [606, 1, 14648], [606, 1, 14854], [606, 1, 15020], [606, 1, 16631], [606, 1, 16834], [606, -1, -1]]"
1748599221.9519,3.00002533569932,12805.357676839358,12816.46147167954,"[[607, 1, 16433], [607, 1, 16462], [607, 1, 16661], [607, 1, 18948], [607, 1, 18981], [607, 1, 19176], [607, 1, 19984], [607, -1, -1], [608, 1, 14166], [608, 1, 14395], [608, 1, 14587], [608, 1, 14751], [608, 1, 14847], [608, 1, 15055], [608, 1, 15469], [608, 1, 15668], [608, 1, 16325], [608, 1, 16354], [608, 1, 16553], [608, -1, -1], [609, 1, 13655], [609, 1, 13689], [609, 1, 13885], [609, 1, 14080], [609, 1, 14106], [609, 1, 14309], [609, 1, 15824], [609, 1, 16023], [609, 1, 16894], [609, -1, -1], [610, 1, 14393], [610, 1, 14596], [610, 1, 14687], [610, -1, -1], [611, 1, 15360], [611, 1, 15538], [611, -1, -1]]"
1748599222.0084,4.000025499612093,12805.35767047703,12816.46147167954,"[[613, -1, -1], [614, 1, 14838], [614, 1, 14882], [614, 1, 15071], [614, 1, 15173], [614, 1, 16110], [614, -1, -1], [615, 1, 15812], [615, 1, 16010], [615, -1, -1], [616, 1, 13836], [616, 1, 14021], [616, 1, 14181], [616, 1, 16099], [616, 1, 16297], [616, 1, 16656], [616, 1, 16833], [616, 1, 16870], [616, 1, 17071], [616, -1, -1], [617, 1, 13315], [617, 1, 13514], [617, 1, 14416], [617, 1, 14619], [617, 1, 16270], [617, 1, 16307], [617, 1, 16499], [617, 1, 16749], [617, -1, -1]]"
1748599222.0644,5.000025663524866,12805.35767047703,12816.461475599059,"[[618, 1, 16751], [618, 1, 16795], [618, 1, 16982], [618, -1, -1], [619, 1, 15582], [619, 1, 15781], [619, -1, -1], [620, 1, 13563], [620, 1, 13609], [620, 1, 13774], [620, 1, 13836], [620, -1, -1], [621, 1, 13188], [621, 1, 13240], [621, 1, 13423], [621, 1, 13602], [621, 1, 14885], [621, 1, 15084], [621, 1, 15916], [621, 1, 16123], [621, -1, -1], [622, 1, 14929], [622, 1, 15113], [622, 1, 15145], [622, 1, 15319], [622, 1, 15345], [622, 1, 15553], [622, 1, 15751], [622, -1, -1], [623, 1, 15251], [623, 1, 15286], [623, 1, 15482], [623, -1, -1]]"
1748599222.1215,6.000025827437639,12805.357666097298,12816.461475599059,"[[624, 1, 15721], [624, 1, 15757], [624, 1, 15952], [624, -1, -1], [625, -1, -1], [626, 1, 15741], [626, 1, 15929], [626, -1, -1], [627, 1, 15492], [627, 1, 15542], [627, 1, 15726], [627, 1, 15881], [627, 1, 16488], [627, 1, 16695], [627, 1, 17134], [627, 1, 17169], [627, 1, 17365], [627, -1, -1], [628, 1, 15174], [628, 1, 15348], [628, 1, 15374], [628, -1, -1]]"
1748599222.1784,7.000025525689125,12805.357666097298,12816.461475599059,"[[629, 1, 16773], [629, 1, 16958], [629, -1, -1], [630, -1, -1], [631, -1, -1], [632, 1, 16580], [632, 1, 16614], [632, 1, 16809], [632, 1, 17083], [632, 1, 17282], [632, 1, 17423], [632, 1, 17725], [632, -1, -1], [633, -1, -1], [634, -1, -1]]"
1748599222.2344,8.000025689601898,12805.357678587425,12816.461471416598,"[[635, -1, -1], [636, -1, -1], [637, -1, -1], [638, -1, -1], [639, -1, -1], [640, -1, -1]]"
1748599222.2915,9.000025853514671,12805.357678587425,12816.461471416598,"[[641, 1, 17712], [641, -1, -1], [642, -1, -1], [643, -1, -1], [644, -1, -1], [645, 1, 17261], [645, 1, 17445], [645, -1, -1]]"
1748599222.347,10.000026017427444,12805.357678587425,12816.461471406477,"[[646, -1, -1], [647, -1, -1], [648, -1, -1], [649, 1, 18629], [649, 1, 18659], [649, 1, 18858], [649, 1, 19070], [649, -1, -1], [650, -1, -1], [651, -1, -1]]"
1748599222.4029,11.000026181340218,12805.357689740991,12816.461471406477,"[[652, 1, 16596], [652, 1, 16787], [652, -1, -1], [653, -1, -1], [654, -1, -1], [655, -1, -1], [656, 1, 15334], [656, 1, 15364], [656, 1, 15563], [656, 1, 15752], [656, 1, 16356], [656, 1, 16545], [656, -1, -1]]"
1748599222.4604,12.00002634525299,12805.357689740991,12816.461476917444,"[[658, -1, -1], [659, -1, -1], [660, -1, -1], [661, -1, -1], [662, 1, 14234], [662, 1, 14272], [662, 1, 14464], [662, -1, -1]]"
1748599222.5164,13.000026509165764,12805.357682644146,12816.461476917444,"[[663, -1, -1], [664, -1, -1], [665, -1, -1], [666, -1, -1], [667, -1, -1], [668, -1, -1]]"
