time,voltage
1748596561.5252,29.9834302
1748596562.5522,29.9836691
1748596563.5786,29.9818378
1748596564.6056,29.981288
1748596565.6645,29.983489
1748596566.7202,29.98408
1748596567.7787,29.9827962
1748596568.8057,29.982904
1748596569.8322,29.9828726
1748596570.9064,29.980588
1748596571.9334,29.9821703
1748596572.9601,29.9813086
1748596573.9868,29.9836546
1748596575.0433,29.9812707
1748596576.0702,29.9826646
1748596577.0969,29.98077
1748596578.1708,29.9835548
1748596579.1975,29.9808879
1748596580.2249,29.983936
1748596581.2513,29.98099
1748596582.3137,29.9818917
1748596583.3405,29.9831924
1748596584.3673,29.9830935
1748596585.3938,29.9804873
1748596586.4543,29.983377
1748596587.4803,29.9834911
1748596588.5067,29.9830394
1748596589.5347,29.980792
1748596590.6007,29.9841808
1748596591.6278,29.9820192
1748596592.6544,29.9810212
1748596593.6809,29.9835975
1748596594.7412,29.9826337
1748596595.7679,29.9824992
1748596596.7946,29.9809495
1748596597.8214,29.9835658
1748596598.8848,29.9832959
1748596599.9113,29.9810486
1748596600.9379,29.9815225
1748596601.9646,29.9836944
1748596603.0282,29.982118
1748596604.0541,29.9805768
1748596605.0807,29.9816975
1748596606.1071,29.9837361
1748596607.1721,29.9817629
1748596608.1986,29.9806276
1748596609.2257,29.9831765
1748596610.252,29.9833107
1748596611.3157,29.9804367
1748596612.3424,29.9811329
1748596613.3688,29.9835354
1748596614.4386,29.9832214
1748596615.4653,29.981232
1748596616.4922,29.9839842
1748596617.5714,29.9819953
1748596618.5979,29.9824322
1748596619.6249,29.9807564
1748596620.6818,29.9838184
1748596621.7082,29.9813976
1748596622.7346,29.9839212
1748596623.7611,29.9814393
1748596624.8247,29.9810629
1748596625.8518,29.982598
1748596626.8786,29.9837172
1748596627.9055,29.9804097
1748596628.9657,29.9826301
1748596629.9923,29.9822534
1748596631.0187,29.9836623
1748596632.0458,29.9803907
1748596633.1125,29.9824451
1748596634.1392,29.9833041
1748596635.1659,29.9808017
1748596636.1927,29.9827447
1748596637.2555,29.9831751
1748596638.2824,29.982099
1748596639.3088,29.9811669
1748596640.3353,29.9839692
1748596641.3907,29.9819238
1748596642.4176,29.9836518
1748596643.445,29.980462
1748596644.5186,29.9836089
1748596645.5444,29.9801839
1748596646.5711,29.9838287
1748596647.5979,29.9822183
1748596648.6548,29.9811845
1748596649.682,29.980365
1748596650.7089,29.9837692
1748596651.7824,29.9818109
1748596652.808,29.9839526
1748596653.8346,29.9813829
1748596654.9096,29.9814154
1748596655.9368,29.9802434
1748596656.9634,29.9833508
1748596658.0345,29.9826484
1748596659.0611,29.9826718
1748596660.087,29.9832364
1748596661.1135,29.9806342
1748596662.1751,29.9831856
1748596663.2018,29.9838652
1748596664.2288,29.9813243
1748596665.3028,29.9815033
1748596666.3296,29.9805814
1748596667.3565,29.9829794
1748596668.3834,29.9828958
1748596669.4433,29.9806883
1748596670.4702,29.981351
1748596671.4979,29.983846
1748596672.5249,29.9807522
1748596673.5851,29.9823029
1748596674.6117,29.9831052
1748596675.6384,29.98287
1748596676.8391,29.9824788
1748596677.8662,29.9810601
1748596678.9345,29.984151
1748596679.9614,29.9803711
1748596680.9884,29.9833636
1748596682.0673,29.9835258
1748596683.0932,29.9833725
1748596684.12,29.9803507
1748596685.1468,29.9837214
1748596686.2045,29.9820641
1748596687.2316,29.9827157
1748596688.2644,29.9806442
1748596689.3259,29.9825022
1748596690.3525,29.9815808
1748596691.3783,29.9812081
1748596692.4481,29.9840325
1748596693.4748,29.9803903
1748596694.5011,29.9838957
1748596695.528,29.9822663
1748596696.5894,29.9812768
1748596697.6163,29.9817371
1748596698.6431,29.9834663
1748596699.6697,29.980357
1748596700.7322,29.9831186
1748596701.7587,29.9837345
1748596702.7852,29.9815251
1748596703.8119,29.9811109
1748596704.8766,29.9840173
1748596705.903,29.9818158
1748596706.9297,29.9812416
1748596707.9563,29.9836563
1748596709.0202,29.9814215
1748596710.0459,29.980457
1748596711.0723,29.9832336
1748596712.0991,29.9828304
1748596713.1639,29.9807269
1748596714.1904,29.9824629
1748596715.2171,29.9831542
1748596716.2429,29.9806435
1748596717.3074,29.9813037
1748596718.3338,29.9837872
1748596719.3608,29.9809593
1748596720.4294,29.9813707
1748596721.4566,29.9830678
1748596722.4838,29.9804987
1748596723.5496,29.9828197
1748596724.5765,29.9834634
1748596725.6034,29.9803268
1748596726.6702,29.9826744
1748596727.6966,29.9834154
1748596728.7234,29.9806358
1748596729.7952,29.9823155
1748596730.8221,29.9808335
1748596731.8485,29.9812925
1748596732.9228,29.98372
1748596733.9497,29.9822078
1748596734.9765,29.9835832
1748596736.0032,29.98013
1748596737.0627,29.9826456
1748596738.1111,29.9832981
1748596739.1849,29.9829202
1748596740.2119,29.9836675
1748596741.2389,29.9828946
1748596742.2657,29.9810059
1748596743.3297,29.9835302
1748596744.3567,29.983362
1748596745.3834,29.9802663
1748596746.4558,29.9821051
1748596747.4825,29.9806993
1748596748.5101,29.9817804
1748596749.5828,29.983493
1748596750.6088,29.9811669
1748596751.6353,29.9834988
1748596752.6634,29.9820091
1748596753.725,29.9809373
1748596754.7519,29.9820499
1748596755.7789,29.9832451
1748596756.8055,29.9807696
1748596757.8648,29.9816453
1748596758.8915,29.9816797
1748596759.9185,29.9835068
1748596760.99,29.9810216
1748596762.0169,29.9836961
1748596763.0437,29.9821183
1748596764.1116,29.9808174
1748596765.1382,29.9840444
1748596766.1651,29.981326
1748596767.2333,29.9812821
1748596768.2602,29.9837204
1748596769.2873,29.9807602
1748596770.3581,29.9819404
1748596771.3854,29.9817483
1748596772.4121,29.9813086
1748596773.4796,29.9836736
1748596774.5059,29.9826077
1748596775.5324,29.9806576
1748596776.6019,29.9839482
1748596777.6284,29.980625
1748596778.6549,29.9815106
1748596779.7277,29.9836059
1748596780.7544,29.9813834
1748596781.7813,29.9837872
1748596782.8552,29.9820168
1748596783.8812,29.983571
1748596784.9079,29.9822459
1748596785.9337,29.980416
1748596786.9902,29.983503
1748596788.017,29.9812716
1748596789.0441,29.9839643
1748596790.1176,29.9807841
1748596791.1439,29.9840098
1748596792.1704,29.9815403
1748596793.1971,29.9808562
1748596794.2536,29.9838537
1748596795.2801,29.9816685
1748596796.3064,29.983835
1748596797.3336,29.9807281
1748596798.391,29.9818695
1748596799.4178,29.9806245
1748596800.4442,29.9838256
1748596801.5161,29.9826505
1748596802.5428,29.9826058
1748596803.5698,29.9830612
1748596804.6441,29.9806199
1748596805.6698,29.9832753
1748596806.6961,29.9808865
1748596807.7221,29.9808049
1748596808.7804,29.9838856
1748596809.8073,29.9830926
1748596810.8337,29.9832929
1748596811.9064,29.9803905
1748596812.9333,29.9840388
1748596813.9604,29.9806545
1748596815.028,29.9815766
1748596816.0546,29.98372
1748596817.0816,29.9814077
1748596818.1541,29.9810631
1748596819.1798,29.9830251
1748596820.2062,29.9805465
1748596821.2755,29.9826077
1748596822.3025,29.9826393
1748596823.3291,29.9803333
1748596824.3978,29.9831081
